actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
264,PT03M52.00S,2022-03-24T01:00:16.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,91.11366622864652,43.872549019607845,1610612753,54,43,2022-03-24T01:00:19Z,2530000,-31.0,31.0,1,right,R. Hampton driving Layup (9 PTS) (C. Anthony 4 AST),"[1630181, 1630175]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,4.36,Made,9.0,C. Anthony,1630175.0,4.0,,,,,,,,,,,,,,,
266,PT03M41.00S,2022-03-24T01:00:27.1Z,2,REGULAR,3pt,Jump Shot,[],1630177,7.145203679369246,97.05882352941177,1610612760,54,43,2022-03-24T01:00:31Z,2550000,-235.0,15.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M37.00S,2022-03-24T01:00:31.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,54,43,2022-03-24T01:00:31Z,2560000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,
268,PT03M31.00S,2022-03-24T01:00:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,83.88633377135349,58.088235294117645,1610612753,54,45,2022-03-24T01:00:45Z,2570000,40.0,99.0,1,right,C. Anthony 10' running pullup Jump Shot (7 PTS),[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,10.69,Made,7.0,,,,,,,,,,,,,,,,,,
269,PT03M17.00S,2022-03-24T01:00:50.5Z,2,REGULAR,3pt,Jump Shot,[],1630249,6.619579500657039,96.32352941176471,1610612760,54,45,2022-03-24T01:00:55Z,2580000,-232.0,10.0,1,left,MISS V. Krejci 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
270,PT03M14.00S,2022-03-24T01:00:53.5Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,54,45,2022-03-24T01:00:55Z,2590000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,
271,PT03M02.00S,2022-03-24T01:01:05.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,90.06241787122208,39.950980392156865,1610612753,54,47,2022-03-24T01:01:08Z,2600000,-50.0,41.0,1,right,C. Anthony 6' floating Jump Shot (9 PTS),[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,6.48,Made,9.0,,,,,,,,,,,,,,,,,,
272,PT02M44.00S,2022-03-24T01:01:23.2Z,2,REGULAR,3pt,Jump Shot,[],1629647,8.984888304862025,97.05882352941177,1610612760,54,47,2022-03-24T01:01:28Z,2610000,-235.0,32.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M40.00S,2022-03-24T01:01:27.2Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,54,47,2022-03-24T01:01:28Z,2620000,,,0,,R. Hampton REBOUND (Off:0 Def:6),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,272.0,6.0,6.0,0.0,,,,,,,,,
274,PT02M22.00S,2022-03-24T01:01:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,84.01773981603154,45.09803921568627,1610612753,54,47,2022-03-24T01:13:40Z,2630000,-25.0,98.0,1,right,MISS F. Wagner 10' driving floating Shot - blocked,"[1630532, 1630177]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,10.07,Missed,,,,,,,,,,,,,,,Maledon,1630177.0,,,
275,PT02M22.00S,2022-03-24T01:01:44.5Z,2,REGULAR,block,,[],1630177,,,1610612753,54,47,2022-03-24T01:01:46Z,2640000,,,0,,T. Maledon BLOCK (1 BLK),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M20.00S,2022-03-24T01:01:46.5Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,54,47,2022-03-24T01:01:48Z,2650000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,274.0,2.0,2.0,0.0,,,,,,,,,
277,PT02M18.00S,2022-03-24T01:01:50.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612760,54,47,2022-03-24T01:01:56Z,2660000,,,0,,C. Okeke shooting personal FOUL (3 PF) (Bazley 2 FT),"[1629643, 1629647]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,204058.0,,,,,,3.0,0.0,Bazley,1629647.0,,,,,
279,PT02M18.00S,2022-03-24T01:02:27.4Z,2,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,55,47,2022-03-24T01:02:27Z,2680000,,,0,,D. Bazley Free Throw 1 of 2 (6 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
280,PT02M18.00S,2022-03-24T01:02:28.5Z,2,REGULAR,substitution,out,[],1629643,,,1610612760,55,47,2022-03-24T01:02:32Z,2690000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M18.00S,2022-03-24T01:02:28.5Z,2,REGULAR,substitution,in,[],1629678,,,1610612760,55,47,2022-03-24T01:02:32Z,2700000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M18.00S,2022-03-24T01:02:38.6Z,2,REGULAR,substitution,out,[],1630249,,,1610612760,55,47,2022-03-24T01:02:41Z,2710000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M18.00S,2022-03-24T01:02:38.6Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,55,47,2022-03-24T01:02:41Z,2720000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M18.00S,2022-03-24T01:02:47.2Z,2,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,56,47,2022-03-24T01:02:47Z,2730000,,,0,,D. Bazley Free Throw 2 of 2 (7 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
285,PT02M01.00S,2022-03-24T01:03:05.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,91.63929040735874,56.61764705882353,1610612753,56,49,2022-03-24T01:03:09Z,2740000,33.0,26.0,1,right,F. Wagner DUNK (9 PTS) (C. Anthony 5 AST),"[1630532, 1630175]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,4.22,Made,9.0,C. Anthony,1630175.0,5.0,,,,,,,,,,,,,,,
287,PT01M43.00S,2022-03-24T01:03:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.145203679369246,47.79411764705882,1610612760,56,49,2022-03-24T01:03:28Z,2760000,11.0,15.0,1,left,MISS I. Roby reverse Layup,[1629676],1610612760.0,OKC,reverse,,,Roby,I. Roby,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M40.00S,2022-03-24T01:03:27.0Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,56,49,2022-03-24T01:03:28Z,2780000,,,0,,M. Bamba REBOUND (Off:3 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,287.0,6.0,3.0,3.0,,,,,,,,,
290,PT01M29.00S,2022-03-24T01:03:39.6Z,2,REGULAR,foul,personal,[],1630177,,,1610612753,56,49,2022-03-24T01:03:46Z,2790000,,,0,,T. Maledon personal FOUL (2 PF),"[1630177, 1630532]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,2003.0,,,,,,2.0,0.0,Wagner,1630532.0,,,,,
292,PT01M29.00S,2022-03-24T01:03:44.8Z,2,REGULAR,substitution,out,[],1630177,,,1610612753,56,49,2022-03-24T01:03:50Z,2810000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M29.00S,2022-03-24T01:03:44.8Z,2,REGULAR,substitution,in,[],1630197,,,1610612753,56,49,2022-03-24T01:03:50Z,2820000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M25.00S,2022-03-24T01:04:05.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612753,56,49,2022-03-24T01:04:10Z,2830000,,,0,,I. Roby shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629676, 1630532]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Wagner,1630532.0,,,,,
296,PT01M25.00S,2022-03-24T01:04:29.0Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,56,50,2022-03-24T01:04:29Z,2850000,,,0,,F. Wagner Free Throw 1 of 2 (10 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
297,PT01M25.00S,2022-03-24T01:04:47.0Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,56,51,2022-03-24T01:04:47Z,2860000,,,0,,F. Wagner Free Throw 2 of 2 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
298,PT01M04.00S,2022-03-24T01:05:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,16.869250985545335,48.28431372549019,1610612760,58,51,2022-03-24T01:05:14Z,2870000,9.0,106.0,1,left,T. Mann 10' floating Jump Shot (16 PTS),[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,10.64,Made,16.0,,,,,,,,,,,,,,,,,,
299,PT00M45.80S,2022-03-24T01:05:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.93101182654402,49.754901960784316,1610612753,58,53,2022-03-24T01:13:58Z,2880000,-1.0,42.0,1,right,F. Wagner driving Layup (13 PTS) (A. Schofield 1 AST),"[1630532, 1629678]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,4.21,Made,13.0,A. Schofield,1629678.0,1.0,,,,,,,,,,,,,,,
301,PT00M31.40S,2022-03-24T01:05:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,10.693166885676746,54.65686274509804,1610612760,58,53,2022-03-24T01:05:58Z,2900000,-23.0,48.0,1,left,MISS I. Roby Layup,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,5.34,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M28.20S,2022-03-24T01:05:57.4Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,58,53,2022-03-24T01:05:58Z,2910000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,301.0,1.0,1.0,0.0,,,,,,,,,
303,PT00M10.30S,2022-03-24T01:06:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630532,74.29369250985545,16.42156862745098,1610612753,58,53,2022-03-24T01:06:20Z,2920000,-168.0,189.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
304,PT00M06.90S,2022-03-24T01:06:18.7Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612760,58,53,2022-03-24T01:06:20Z,2930000,,,0,,I. Roby REBOUND (Off:3 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,303.0,5.0,2.0,3.0,,,,,,,,,
305,PT00M04.00S,2022-03-24T01:06:25.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612760,58,53,2022-03-24T01:06:59Z,2940000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Roby 2 FT),"[1630175, 1629676]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Roby,1629676.0,,,,,
307,PT00M04.00S,2022-03-24T01:07:00.2Z,2,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,59,53,2022-03-24T01:07:00Z,2960000,,,0,,I. Roby Free Throw 1 of 2 (10 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
308,PT00M04.00S,2022-03-24T01:07:16.9Z,2,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,60,53,2022-03-24T01:07:16Z,2970000,,,0,,I. Roby Free Throw 2 of 2 (11 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
309,PT00M00.00S,2022-03-24T01:07:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630532,80.99540078843627,5.14705882352942,1610612753,60,53,2022-03-24T01:07:35Z,2980000,-224.0,126.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
310,PT00M00.00S,2022-03-24T01:07:31.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,60,53,2022-03-24T01:07:35Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,
311,PT00M00.00S,2022-03-24T01:07:39.0Z,2,REGULAR,period,end,[],0,,,1610612753,60,53,2022-03-24T01:07:39Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-03-24T01:22:05.2Z,3,REGULAR,substitution,out,['startperiod'],1629678,,,1610612753,60,53,2022-03-24T01:22:46Z,3010000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-03-24T01:22:05.2Z,3,REGULAR,substitution,in,['startperiod'],1629643,,,1610612753,60,53,2022-03-24T01:22:46Z,3020000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-03-24T01:22:52.3Z,3,REGULAR,period,start,[],0,,,1610612760,60,53,2022-03-24T01:22:52Z,3030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M47.00S,2022-03-24T01:23:05.0Z,3,REGULAR,turnover,bad pass,[],1630197,,,1610612760,60,53,2022-03-24T01:23:08Z,3040000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1630532]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,1.0,,,,,,,,,,,Wagner,1630532.0,
319,PT11M47.00S,2022-03-24T01:23:05.0Z,3,REGULAR,steal,,[],1630532,,,1610612753,60,53,2022-03-24T01:23:06Z,3050000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M38.00S,2022-03-24T01:23:13.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630181,8.722076215505908,58.57843137254902,1610612753,60,53,2022-03-24T01:23:26Z,3060000,-43.0,29.0,1,left,MISS R. Hampton reverse Layup,[1630181],1610612753.0,ORL,reverse,,,Hampton,R. Hampton,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
321,PT11M35.00S,2022-03-24T01:23:17.1Z,3,REGULAR,rebound,offensive,[],1630181,,,1610612753,60,53,2022-03-24T01:23:17Z,3070000,,,0,,R. Hampton REBOUND (Off:1 Def:6),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,320.0,7.0,6.0,1.0,,,,,,,,,
322,PT11M20.00S,2022-03-24T01:23:31.5Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,60,53,2022-03-24T01:26:04Z,3080000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1630197]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,1.0,,,,,,,,,,,Pokusevski,1630197.0,
323,PT11M20.00S,2022-03-24T01:23:31.5Z,3,REGULAR,steal,,[],1630197,,,1610612760,60,53,2022-03-24T01:23:33Z,3090000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M16.00S,2022-03-24T01:23:34.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630197,91.24507227332458,57.1078431372549,1610612760,62,53,2022-03-24T01:23:39Z,3100000,36.0,30.0,1,right,A. Pokusevski running Layup (6 PTS),[1630197],1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,4.63,Made,6.0,,,,,,,,,,,,,,,,,,
325,PT10M52.00S,2022-03-24T01:24:00.5Z,3,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612753,62,53,2022-03-24T01:24:04Z,3110000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630598, 1630175]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Anthony,1630175.0,,,,,
327,PT10M52.00S,2022-03-24T01:24:27.2Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,62,53,2022-03-24T01:24:27Z,3130000,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M52.00S,2022-03-24T01:24:27.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,62,53,2022-03-24T01:24:27Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,
329,PT10M52.00S,2022-03-24T01:24:45.3Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,62,54,2022-03-24T01:24:45Z,3150000,,,0,,C. Anthony Free Throw 2 of 2 (10 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
330,PT10M45.00S,2022-03-24T01:24:53.9Z,3,REGULAR,3pt,Jump Shot,[],1630544,68.51182654402103,21.568627450980387,1610612760,62,54,2022-03-24T01:25:00Z,3160000,-142.0,243.0,1,right,MISS T. Mann 28' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M41.00S,2022-03-24T01:24:57.9Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,62,54,2022-03-24T01:25:00Z,3170000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,330.0,4.0,4.0,0.0,,,,,,,,,
332,PT10M35.00S,2022-03-24T01:25:04.0Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,62,54,2022-03-24T01:25:06Z,3180000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1629676]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,2.0,,,,,,,,,,,Roby,1629676.0,
333,PT10M35.00S,2022-03-24T01:25:04.0Z,3,REGULAR,steal,,[],1629676,,,1610612760,62,54,2022-03-24T01:25:05Z,3190000,,,0,,I. Roby STEAL (2 STL),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT10M29.00S,2022-03-24T01:25:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612760,62,54,2022-03-24T01:25:14Z,3200000,,,0,,F. Wagner shooting personal FOUL (3 PF) (Roby 2 FT),"[1630532, 1629676]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,204058.0,,,,,,3.0,0.0,Roby,1629676.0,,,,,
336,PT10M29.00S,2022-03-24T01:25:39.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629676,,,1610612760,63,54,2022-03-24T01:25:39Z,3220000,,,0,,I. Roby Free Throw 1 of 2 (12 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
337,PT10M29.00S,2022-03-24T01:25:57.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629676,,,1610612760,64,54,2022-03-24T01:25:57Z,3230000,,,0,,I. Roby Free Throw 2 of 2 (13 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
338,PT10M11.00S,2022-03-24T01:26:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,9.510512483574246,60.294117647058826,1610612753,64,56,2022-03-24T01:27:04Z,3240000,-51.0,37.0,1,left,R. Hampton 6' driving Layup (11 PTS) (C. Anthony 6 AST),"[1630181, 1630175]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,6.34,Made,11.0,C. Anthony,1630175.0,6.0,,,,,,,,,,,,,,,
339,PT09M52.00S,2022-03-24T01:26:38.8Z,3,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,64,56,2022-03-24T01:26:49Z,3250000,,,0,,T. Mann step out-of-bounds TURNOVER (2 TO),[1630544],1610612760.0,OKC,step,,,Mann,T. Mann,,,,,,,,,,,2003.0,2.0,,,,,,,,,,,,,
341,PT09M27.00S,2022-03-24T01:27:16.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,64,56,2022-03-24T01:27:25Z,3260000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,
342,PT09M23.00S,2022-03-24T01:27:39.0Z,3,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,64,56,2022-03-24T01:27:47Z,3270000,,,0,,T. Mann step out-of-bounds TURNOVER (3 TO),[1630544],1610612760.0,OKC,step,,,Mann,T. Mann,,,,,,,,,,,204058.0,3.0,,,,,,,,,,,,,
343,PT09M05.00S,2022-03-24T01:28:07.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628964,9.116294349540084,43.13725490196079,1610612753,64,58,2022-03-24T01:28:10Z,3280000,34.0,33.0,1,left,M. Bamba cutting DUNK (8 PTS) (C. Anthony 7 AST),"[1628964, 1630175]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,4.77,Made,8.0,C. Anthony,1630175.0,7.0,,,,,,,,,,,,,,,
345,PT08M57.00S,2022-03-24T01:28:15.0Z,3,REGULAR,3pt,Jump Shot,[],1630197,68.11760840998686,65.93137254901961,1610612760,64,58,2022-03-24T01:28:20Z,3300000,80.0,247.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
346,PT08M56.00S,2022-03-24T01:28:16.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,64,58,2022-03-24T01:28:20Z,3310000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,
347,PT08M56.00S,2022-03-24T01:28:19.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,64,58,2022-03-24T01:28:19Z,3320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M47.00S,2022-03-24T01:28:32.8Z,3,REGULAR,3pt,Jump Shot,[],1630175,31.192509855453352,25.980392156862735,1610612753,64,61,2022-03-24T01:28:37Z,3330000,120.0,241.0,1,left,C. Anthony 26' 3PT step back (13 PTS) (M. Bamba 1 AST),"[1630175, 1628964]",1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,26.9,Made,13.0,M. Bamba,1628964.0,1.0,,,,,,,,,,,,,,,
350,PT08M32.00S,2022-03-24T01:28:47.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,91.63929040735874,44.36274509803921,1610612760,64,61,2022-03-24T01:31:20Z,3350000,-28.0,26.0,1,right,MISS I. Roby driving Layup,[1629676],1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,,
351,PT08M31.00S,2022-03-24T01:28:48.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,64,61,2022-03-24T01:28:50Z,3360000,,,0,,M. Bamba REBOUND (Off:3 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,350.0,7.0,4.0,3.0,,,,,,,,,
352,PT08M26.00S,2022-03-24T01:28:53.5Z,3,REGULAR,3pt,Jump Shot,[],1630532,6.4881734559789805,97.30392156862744,1610612753,64,61,2022-03-24T01:29:01Z,3370000,-237.0,8.0,1,left,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,,
353,PT08M22.00S,2022-03-24T01:28:57.5Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,64,61,2022-03-24T01:29:01Z,3380000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,352.0,3.0,3.0,0.0,,,,,,,,,
354,PT08M17.00S,2022-03-24T01:29:02.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629676,93.87319316688567,43.13725490196079,1610612760,64,61,2022-03-24T01:31:27Z,3390000,-34.0,5.0,1,right,MISS I. Roby alley-oop Layup,[1629676],1610612760.0,OKC,alley-oop,,,Roby,I. Roby,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,,
