actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
84,PT04M50.00S,2022-03-24T00:22:47.3Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,13,22,2022-03-24T00:22:50Z,840000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
85,PT04M46.00S,2022-03-24T00:22:52.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,89.4053876478318,44.36274509803921,1610612753,13,24,2022-03-24T00:22:56Z,850000,-28.0,47.0,1,right,F. Wagner driving DUNK (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,5.49,Made,7.0,,,,,,,,,,,,,,,,,,
86,PT04M46.00S,2022-03-24T00:22:56.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,24,2022-03-24T00:22:56Z,860000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M46.00S,2022-03-24T00:24:23.2Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,13,24,2022-03-24T00:25:30Z,870000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M46.00S,2022-03-24T00:24:23.2Z,1,REGULAR,substitution,in,[],1630177,,,1610612760,13,24,2022-03-24T00:25:30Z,880000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M26.00S,2022-03-24T00:26:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629647,32.37516425755584,64.4607843137255,1610612760,13,24,2022-03-24T00:26:08Z,890000,-72.0,252.0,1,left,MISS D. Bazley 26' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M23.00S,2022-03-24T00:26:06.5Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,13,24,2022-03-24T00:26:06Z,900000,,,0,,I. Roby REBOUND (Off:3 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,90.0,4.0,1.0,3.0,,,,,,,,,
92,PT04M22.00S,2022-03-24T00:26:08.5Z,1,REGULAR,foul,personal,['3freethrow'],1630532,,,1610612760,13,24,2022-03-24T00:26:14Z,910000,,,0,,F. Wagner shooting personal FOUL (2 PF) (Mann 3 FT),"[1630532, 1630544]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,2003.0,,,,,,2.0,0.0,Mann,1630544.0,,,,,
94,PT04M22.00S,2022-03-24T00:26:29.5Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630544,,,1610612760,14,24,2022-03-24T00:26:29Z,930000,,,0,,T. Mann Free Throw 1 of 3 (6 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
98,PT04M22.00S,2022-03-24T00:26:42.4Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630544,,,1610612760,15,24,2022-03-24T00:26:42Z,940000,,,0,,T. Mann Free Throw 2 of 3 (7 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
99,PT04M22.00S,2022-03-24T00:26:55.0Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630544,,,1610612760,16,24,2022-03-24T00:26:55Z,950000,,,0,,T. Mann Free Throw 3 of 3 (8 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2022-03-24T00:27:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630175,70.3515111695138,22.794117647058826,1610612753,16,27,2022-03-24T00:27:19Z,960000,-136.0,226.0,1,right,C. Anthony 26' 3PT  (3 PTS) (F. Wagner 3 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.39,Made,3.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,,,
102,PT03M43.00S,2022-03-24T00:27:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,18.446123521681997,62.254901960784316,1610612760,16,27,2022-03-24T00:27:39Z,980000,-61.0,121.0,1,left,MISS T. Maledon 13' pullup Shot,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,13.56,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2022-03-24T00:27:38.5Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,16,27,2022-03-24T00:27:39Z,990000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,
104,PT03M29.00S,2022-03-24T00:27:48.8Z,1,REGULAR,2pt,Jump Shot,[],1629643,94.13600525624179,76.22549019607843,1610612753,16,27,2022-03-24T00:27:55Z,1000000,131.0,3.0,1,right,MISS C. Okeke 13' Jump Shot,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,13.11,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M27.00S,2022-03-24T00:27:50.8Z,1,REGULAR,rebound,offensive,[],1630288,,,1610612753,16,27,2022-03-24T00:42:37Z,1010000,,,0,,J. Dowtin REBOUND (Off:1 Def:0),[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,104.0,1.0,0.0,1.0,,,,,,,,,
106,PT03M26.00S,2022-03-24T00:27:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630288,92.29632063074901,51.71568627450981,1610612753,16,27,2022-03-24T00:42:55Z,1012500,9.0,20.0,1,right,MISS J. Dowtin putback Layup,[1630288],1610612753.0,ORL,putback,,,Dowtin,J. Dowtin,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M25.00S,2022-03-24T00:27:55.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,16,27,2022-03-24T00:42:55Z,1013750,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,
157,PT03M25.00S,2022-03-24T00:27:54.7Z,1,REGULAR,foul,personal,[],1628964,,,1610612760,16,27,2022-03-24T00:43:14Z,1015000,,,0,,M. Bamba loose ball personal FOUL (2 PF),"[1628964, 1629676]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Roby,1629676.0,,,,,
108,PT03M25.00S,2022-03-24T00:27:57.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,16,27,2022-03-24T00:27:58Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,16,27,2022-03-24T00:28:08Z,1050000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,out,[],1628964,,,1610612760,16,27,2022-03-24T00:28:08Z,1060000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612760,16,27,2022-03-24T00:28:08Z,1070000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,16,27,2022-03-24T00:28:08Z,1080000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,in,[],1629649,,,1610612760,16,27,2022-03-24T00:28:08Z,1090000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2022-03-24T00:28:01.6Z,1,REGULAR,substitution,in,[],1629021,,,1610612760,16,27,2022-03-24T00:28:08Z,1100000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M17.00S,2022-03-24T00:28:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630544,23.702365308804204,11.274509803921575,1610612760,19,27,2022-03-24T00:28:30Z,1110000,194.0,170.0,1,left,T. Mann 25' 3PT pullup (11 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,25.78,Made,11.0,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2022-03-24T00:28:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629021,85.72601839684626,5.14705882352942,1610612753,19,30,2022-03-24T00:28:51Z,1120000,-224.0,82.0,1,right,M. Wagner 3PT  (3 PTS) (I. Brazdeikis 1 AST),"[1629021, 1629649]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,23.87,Made,3.0,I. Brazdeikis,1629649.0,1.0,,,,,,,,,,,,,,,
118,PT02M41.00S,2022-03-24T00:29:05.3Z,1,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1629021,,,1610612760,19,30,2022-03-24T00:38:07Z,1140000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Bazley 2 FT),"[1629021, 1629647]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Bazley,1629647.0,,,,,
120,PT02M41.00S,2022-03-24T00:29:25.9Z,1,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,20,30,2022-03-24T00:29:25Z,1160000,,,0,,D. Bazley Free Throw 1 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
121,PT02M41.00S,2022-03-24T00:29:26.4Z,1,REGULAR,substitution,out,[],1630175,,,1610612760,20,30,2022-03-24T00:29:29Z,1170000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M41.00S,2022-03-24T00:29:26.4Z,1,REGULAR,substitution,in,[],1630181,,,1610612760,20,30,2022-03-24T00:29:29Z,1180000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-03-24T00:29:43.5Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,21,30,2022-03-24T00:29:43Z,1190000,,,0,,D. Bazley Free Throw 2 of 2 (3 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
124,PT02M18.00S,2022-03-24T00:30:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629643,76.7904073587385,12.990196078431367,1610612753,21,30,2022-03-24T00:30:11Z,1200000,-185.0,166.0,1,right,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M15.00S,2022-03-24T00:30:10.9Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,21,30,2022-03-24T00:30:11Z,1210000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,
126,PT02M09.00S,2022-03-24T00:30:17.1Z,1,REGULAR,turnover,bad pass,[],1630177,,,1610612760,21,30,2022-03-24T00:30:20Z,1220000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1630288]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,1.0,,,,,,,,,,,Dowtin,1630288.0,
127,PT02M09.00S,2022-03-24T00:30:17.1Z,1,REGULAR,steal,,[],1630288,,,1610612753,21,30,2022-03-24T00:30:18Z,1230000,,,0,,J. Dowtin STEAL (1 STL),[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M06.00S,2022-03-24T00:30:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630288,92.69053876478318,45.09803921568627,1610612753,21,32,2022-03-24T00:30:25Z,1240000,-25.0,16.0,1,right,J. Dowtin running Layup (2 PTS),[1630288],1610612753.0,ORL,running,,,Dowtin,J. Dowtin,,,,,2.94,Made,2.0,,,,,,,,,,,,,,,,,,
129,PT01M40.00S,2022-03-24T00:30:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,7.276609724047319,62.00980392156863,1610612760,21,32,2022-03-24T00:30:52Z,1250000,-60.0,16.0,1,left,MISS A. Pokusevski 6' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,6.21,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M38.00S,2022-03-24T00:30:46.9Z,1,REGULAR,rebound,defensive,[],1630288,,,1610612753,21,32,2022-03-24T00:30:52Z,1260000,,,0,,J. Dowtin REBOUND (Off:1 Def:1),[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,
131,PT01M27.00S,2022-03-24T00:30:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.63929040735874,59.31372549019608,1610612753,21,34,2022-03-24T00:31:02Z,1270000,47.0,26.0,1,right,M. Wagner driving Layup (5 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,5.34,Made,5.0,,,,,,,,,,,,,,,,,,
132,PT01M13.00S,2022-03-24T00:31:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630544,24.753613666228645,92.8921568627451,1610612760,24,34,2022-03-24T00:31:16Z,1280000,-214.0,180.0,1,left,T. Mann 28' 3PT pullup (14 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,28.01,Made,14.0,,,,,,,,,,,,,,,,,,
133,PT00M56.50S,2022-03-24T00:31:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,85.06898817345598,56.86274509803921,1610612753,24,34,2022-03-24T00:38:32Z,1290000,34.0,88.0,1,right,MISS C. Okeke 9' driving floating Shot,[1629643],1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M54.70S,2022-03-24T00:31:31.9Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,24,34,2022-03-24T00:31:34Z,1300000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
135,PT00M47.00S,2022-03-24T00:31:39.7Z,1,REGULAR,3pt,Jump Shot,[],1629647,29.09001314060447,22.303921568627445,1610612760,24,34,2022-03-24T00:31:43Z,1310000,138.0,221.0,1,left,MISS D. Bazley 26' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M45.20S,2022-03-24T00:31:41.5Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,24,34,2022-03-24T00:31:43Z,1320000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,
137,PT00M34.30S,2022-03-24T00:31:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629021,69.82588699080158,25.24509803921569,1610612753,24,34,2022-03-24T00:31:56Z,1330000,-124.0,231.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M31.00S,2022-03-24T00:31:55.5Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,24,34,2022-03-24T00:31:56Z,1340000,,,0,,V. Krejci REBOUND (Off:0 Def:2),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT00M19.70S,2022-03-24T00:32:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.276609724047319,52.69607843137255,1610612760,26,34,2022-03-24T00:32:13Z,1350000,-13.0,16.0,1,left,D. Bazley reverse Layup (5 PTS) (T. Mann 1 AST),"[1629647, 1630544]",1610612760.0,OKC,reverse,,,Bazley,D. Bazley,,,,,2.09,Made,5.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,,
141,PT00M19.70S,2022-03-24T00:32:11.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629643,,,1610612760,26,34,2022-03-24T00:32:19Z,1370000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Bazley 1 FT),"[1629643, 1629647]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Bazley,1629647.0,,,,,
143,PT00M19.70S,2022-03-24T00:32:39.4Z,1,REGULAR,freethrow,1 of 1,[],1629647,,,1610612760,26,34,2022-03-24T00:32:39Z,1390000,,,0,,MISS D. Bazley Free Throw 1 of 1,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M17.90S,2022-03-24T00:32:41.2Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,26,34,2022-03-24T00:32:41Z,1400000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,
145,PT00M06.00S,2022-03-24T00:32:53.4Z,1,REGULAR,foul,personal,[],1630177,,,1610612753,26,34,2022-03-24T00:32:59Z,1410000,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 1630181]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,2003.0,,,,,,1.0,0.0,Hampton,1630181.0,,,,,
147,PT00M02.70S,2022-03-24T00:33:14.0Z,1,REGULAR,3pt,Jump Shot,[],1630181,73.50525624178712,15.196078431372555,1610612753,26,34,2022-03-24T00:33:20Z,1430000,-174.0,197.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M02.70S,2022-03-24T00:33:14.0Z,1,REGULAR,rebound,offensive,[],1630288,,,1610612753,26,34,2022-03-24T00:33:20Z,1440000,,,0,,J. Dowtin REBOUND (Off:2 Def:1),[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,147.0,3.0,1.0,2.0,,,,,,,,,
149,PT00M00.00S,2022-03-24T00:33:21.0Z,1,REGULAR,period,end,[],0,,,1610612753,26,34,2022-03-24T00:33:21Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,out,['startperiod'],1629647,,,1610612753,26,34,2022-03-24T00:35:54Z,1460000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,out,['startperiod'],1630544,,,1610612753,26,34,2022-03-24T00:35:54Z,1470000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,26,34,2022-03-24T00:35:54Z,1480000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,in,['startperiod'],1630846,,,1610612753,26,34,2022-03-24T00:35:54Z,1490000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,in,['startperiod'],1630322,,,1610612753,26,34,2022-03-24T00:35:54Z,1500000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-03-24T00:34:17.3Z,2,REGULAR,substitution,in,['startperiod'],1629678,,,1610612753,26,34,2022-03-24T00:35:54Z,1510000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-03-24T00:36:06.6Z,2,REGULAR,period,start,[],0,,,1610612760,26,34,2022-03-24T00:36:06Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M44.00S,2022-03-24T00:36:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630322,27.11892247043363,87.25490196078431,1610612760,26,34,2022-03-24T00:36:25Z,1530000,-186.0,202.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M40.00S,2022-03-24T00:36:25.8Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,26,34,2022-03-24T00:36:25Z,1540000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,
162,PT11M27.00S,2022-03-24T00:36:39.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630288,82.57227332457293,61.029411764705884,1610612753,26,34,2022-03-24T00:36:42Z,1550000,55.0,111.0,1,right,MISS J. Dowtin 12' floating Shot,[1630288],1610612753.0,ORL,floating,,,Dowtin,J. Dowtin,,,,,12.42,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M25.00S,2022-03-24T00:36:41.1Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,26,34,2022-03-24T00:36:42Z,1560000,,,0,,V. Krejci REBOUND (Off:0 Def:3),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,,
164,PT11M13.00S,2022-03-24T00:36:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630846,10.167542706964511,45.09803921568627,1610612760,28,34,2022-03-24T00:36:55Z,1570000,25.0,43.0,1,left,O. Sarr Layup (2 PTS) (A. Pokusevski 1 AST),"[1630846, 1630197]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,4.96,Made,2.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,,,,,,
166,PT11M01.00S,2022-03-24T00:37:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,92.55913272010513,42.892156862745104,1610612753,28,34,2022-03-24T00:37:09Z,1590000,-36.0,17.0,1,right,MISS I. Brazdeikis driving Layup,[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M00.00S,2022-03-24T00:37:05.8Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,28,34,2022-03-24T00:37:09Z,1600000,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,
168,PT10M51.00S,2022-03-24T00:37:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630846,33.03219448094612,62.00980392156863,1610612760,28,34,2022-03-24T00:37:19Z,1610000,-60.0,258.0,1,left,MISS O. Sarr 26' 3PT,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
169,PT10M47.00S,2022-03-24T00:37:18.8Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,28,34,2022-03-24T00:37:19Z,1620000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,,
170,PT10M36.00S,2022-03-24T00:37:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,90.06241787122208,49.01960784313726,1610612753,28,34,2022-03-24T00:37:35Z,1630000,-5.0,41.0,1,right,MISS I. Brazdeikis driving Layup,[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M33.00S,2022-03-24T00:37:33.3Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,28,34,2022-03-24T00:37:35Z,1640000,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,
172,PT10M25.00S,2022-03-24T00:37:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,10.430354796320628,54.65686274509804,1610612760,30,34,2022-03-24T00:37:44Z,1650000,-23.0,46.0,1,left,A. Pokusevski Layup (2 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,5.11,Made,2.0,,,,,,,,,,,,,,,,,,
173,PT09M59.00S,2022-03-24T00:38:07.1Z,2,REGULAR,3pt,Jump Shot,[],1629678,71.40275952693824,81.86274509803921,1610612753,30,34,2022-03-24T00:38:13Z,1660000,159.0,216.0,1,right,MISS A. Schofield 26' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
