actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
38,PT08M28.00S,2021-11-25T01:14:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,2,10,2021-11-25T01:14:19Z,380000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,
39,PT08M28.00S,2021-11-25T01:14:19.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,2,10,2021-11-25T01:14:19Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M12.00S,2021-11-25T01:14:47.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,9.806176084099869,3.6764705882352944,1610612762,2,10,2021-11-25T01:14:51Z,400000,232.0,40.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M10.00S,2021-11-25T01:14:49.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,2,10,2021-11-25T01:14:49Z,410000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M02.00S,2021-11-25T01:14:58.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,73.53810775295663,11.029411764705882,1610612760,5,10,2021-11-25T01:15:03Z,420000,-195.0,196.0,1,right,L. Dort 27' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,27.66,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,,
44,PT07M40.00S,2021-11-25T01:15:19.2Z,1,REGULAR,2pt,Jump Shot,[],202711,19.398817345597898,65.93137254901961,1610612762,5,12,2021-11-25T01:15:23Z,440000,-80.0,130.0,1,left,B. Bogdanovic 15' pullup Jump Shot (4 PTS) (D. Mitchell 2 AST),"[202711, 1628378]",1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,15.23,Made,4.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,,
46,PT07M24.00S,2021-11-25T01:15:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629647,92.9862023653088,97.05882352941177,1610612760,5,12,2021-11-25T01:15:40Z,460000,235.0,13.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M22.00S,2021-11-25T01:15:37.9Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,5,12,2021-11-25T01:15:40Z,470000,,,0,,D. Bazley REBOUND (Off:1 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,,,
48,PT07M19.00S,2021-11-25T01:15:41.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,94.69448094612353,3.431372549019608,1610612760,8,12,2021-11-25T01:15:46Z,480000,-233.0,-3.0,1,right,L. Dort 3PT  (6 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,23.28,Made,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,,
50,PT07M00.00S,2021-11-25T01:16:00.1Z,1,REGULAR,3pt,Jump Shot,[],201144,16.507884362680684,3.9215686274509802,1610612762,8,12,2021-11-25T01:16:04Z,500000,230.0,103.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M58.00S,2021-11-25T01:16:02.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,8,12,2021-11-25T01:16:04Z,510000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT06M51.00S,2021-11-25T01:16:09.3Z,1,REGULAR,2pt,Jump Shot,[],1630526,79.45137976346912,54.166666666666664,1610612760,8,12,2021-11-25T01:16:14Z,520000,21.0,141.0,1,right,MISS J. Robinson-Earl 14' Jump Shot,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,14.22,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M47.00S,2021-11-25T01:16:13.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,8,12,2021-11-25T01:16:14Z,530000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,,
54,PT06M35.00S,2021-11-25T01:16:25.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,23.47240473061761,15.441176470588236,1610612762,8,12,2021-11-25T01:17:12Z,540000,173.0,168.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2021-11-25T01:16:28.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,8,12,2021-11-25T01:16:29Z,550000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,
56,PT06M24.00S,2021-11-25T01:16:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629647,73.80091984231275,15.931372549019606,1610612760,11,12,2021-11-25T01:16:40Z,560000,-170.0,194.0,1,right,D. Bazley 25' 3PT  (3 PTS) (J. Robinson-Earl 1 AST),"[1629647, 1630526]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.8,Made,3.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,,
58,PT06M20.00S,2021-11-25T01:16:43.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,12,2021-11-25T01:16:43Z,580000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M20.00S,2021-11-25T01:17:16.3Z,1,REGULAR,substitution,out,[],203497,,,1610612762,11,12,2021-11-25T01:19:20Z,590000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2021-11-25T01:17:16.3Z,1,REGULAR,substitution,out,[],201144,,,1610612762,11,12,2021-11-25T01:19:20Z,600000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2021-11-25T01:17:16.3Z,1,REGULAR,substitution,in,[],204060,,,1610612762,11,12,2021-11-25T01:19:20Z,610000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2021-11-25T01:17:16.3Z,1,REGULAR,substitution,in,[],202355,,,1610612762,11,12,2021-11-25T01:19:20Z,620000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2021-11-25T01:19:45.6Z,1,REGULAR,3pt,Jump Shot,[],204060,30.042706964520367,24.264705882352942,1610612762,11,12,2021-11-25T01:19:49Z,630000,129.0,230.0,1,left,MISS J. Ingles 26' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M05.00S,2021-11-25T01:19:47.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,11,12,2021-11-25T01:19:49Z,640000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,63.0,4.0,3.0,1.0,,,,,,,,,,,
65,PT05M59.00S,2021-11-25T01:19:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.40932982917214,35.53921568627451,1610612760,13,12,2021-11-25T01:19:57Z,650000,-72.0,28.0,1,right,J. Giddey 7' turnaround Jump Shot (4 PTS),[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,7.76,Made,4.0,,,,,,,,,,,,,,,,,,
66,PT05M35.00S,2021-11-25T01:20:22.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,13,12,2021-11-25T01:20:22Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M33.00S,2021-11-25T01:20:35.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,29.38567674113009,79.65686274509804,1610612762,13,12,2021-11-25T01:20:40Z,670000,-148.0,224.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M30.00S,2021-11-25T01:20:38.1Z,1,REGULAR,rebound,offensive,[],204060,,,1610612762,13,12,2021-11-25T01:20:40Z,680000,,,0,,J. Ingles REBOUND (Off:1 Def:0),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,
69,PT05M24.00S,2021-11-25T01:20:44.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202711,9.937582128777924,33.57843137254902,1610612762,13,12,2021-11-25T01:20:51Z,690000,82.0,41.0,1,left,MISS B. Bogdanovic 9' turnaround fadeaway bank Shot,[202711],1610612762.0,UTA,turnaround fadeaway bank,,,Bogdanovic,B. Bogdanovic,,,,,9.17,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M20.00S,2021-11-25T01:20:48.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,13,12,2021-11-25T01:20:51Z,700000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,
71,PT05M15.00S,2021-11-25T01:20:54.5Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612760,13,12,2021-11-25T01:21:02Z,710000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Dort 2 FT),"[202355, 1629652]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Dort,1629652.0,
73,PT05M15.00S,2021-11-25T01:21:26.4Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,13,12,2021-11-25T01:21:26Z,730000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M15.00S,2021-11-25T01:21:26.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,13,12,2021-11-25T01:21:26Z,740000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,
75,PT05M15.00S,2021-11-25T01:21:47.6Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,14,12,2021-11-25T01:21:47Z,750000,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
76,PT05M03.00S,2021-11-25T01:22:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,13.87976346911958,37.00980392156863,1610612762,14,12,2021-11-25T01:22:08Z,760000,65.0,78.0,1,left,MISS D. Mitchell 10' turnaround Shot - blocked,"[1628378, 1629647]",1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,10.15,Missed,,,,,,,,,Bazley,1629647.0,,,,,,,,,
77,PT05M03.00S,2021-11-25T01:22:02.1Z,1,REGULAR,block,,[],1629647,,,1610612762,14,12,2021-11-25T01:22:04Z,770000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M00.00S,2021-11-25T01:22:05.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,14,12,2021-11-25T01:22:08Z,780000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,
79,PT04M58.00S,2021-11-25T01:22:07.6Z,1,REGULAR,turnover,bad pass,[],1630526,,,1610612760,14,12,2021-11-25T01:22:11Z,790000,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1626220]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,
80,PT04M58.00S,2021-11-25T01:22:07.6Z,1,REGULAR,steal,,[],1626220,,,1610612762,14,12,2021-11-25T01:22:09Z,800000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M52.00S,2021-11-25T01:22:14.7Z,1,REGULAR,foul,personal,[],1630598,,,1610612762,14,12,2021-11-25T01:22:23Z,810000,,,0,,A. Wiggins personal FOUL (1 PF),"[1630598, 202711]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Bogdanovic,202711.0,
83,PT04M45.00S,2021-11-25T01:22:34.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,13.61695137976347,3.1862745098039214,1610612762,14,12,2021-11-25T01:22:39Z,830000,234.0,75.0,1,left,MISS J. Ingles 24' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M42.00S,2021-11-25T01:22:37.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,14,12,2021-11-25T01:22:39Z,840000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,83.0,5.0,4.0,1.0,,,,,,,,,,,
