actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT10M34.00S,2022-01-10T00:40:52.4Z,2,REGULAR,block,,[],1630598,,,1610612743,23,36,2022-01-10T00:40:56Z,1750000,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M33.00S,2022-01-10T00:40:53.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,23,36,2022-01-10T00:41:06Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,
178,PT10M33.00S,2022-01-10T00:41:00.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,23,36,2022-01-10T00:41:00Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M19.00S,2022-01-10T00:41:22.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,23,36,2022-01-10T00:41:22Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M18.00S,2022-01-10T00:41:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,11.12023653088042,43.872549019607845,1610612760,25,36,2022-01-10T00:41:40Z,1790000,31.0,52.0,1,left,K. Williams 6' Layup (4 PTS) (T. Mann 1 AST),"[1629026, 1630544]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,6.03,Made,,,,,4.0,T. Mann,1630544.0,1.0,,,,
182,PT10M18.00S,2022-01-10T00:41:38.4Z,2,REGULAR,foul,personal,['1freethrow'],201145,,,1610612760,25,36,2022-01-10T00:43:09Z,1810000,,,0,,J. Green shooting personal FOUL (2 PF) (Williams 1 FT),"[201145, 1629026]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,200833.0,2.0,0.0,Williams,1629026.0,,,,,,,,,,,,,,,
184,PT10M18.00S,2022-01-10T00:41:56.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,25,36,2022-01-10T00:42:36Z,1830000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M18.00S,2022-01-10T00:44:52.3Z,2,REGULAR,freethrow,1 of 1,[],1629026,,,1610612760,25,36,2022-01-10T00:44:55Z,1840000,,,0,,MISS K. Williams Free Throw 1 of 1,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,
186,PT10M16.00S,2022-01-10T00:44:54.3Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,25,36,2022-01-10T00:44:55Z,1850000,,,0,,A. Rivers REBOUND (Off:1 Def:2),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,
187,PT10M05.00S,2022-01-10T00:45:06.5Z,2,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612743,25,36,2022-01-10T00:45:16Z,1860000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Green 2 FT),"[1630197, 201145]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,200833.0,1.0,0.0,Green,201145.0,,,,,,,,,,,,,,,
189,PT10M05.00S,2022-01-10T00:45:37.4Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,25,37,2022-01-10T00:45:58Z,1880000,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
190,PT10M05.00S,2022-01-10T00:45:37.4Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,25,37,2022-01-10T00:45:58Z,1890000,,,0,,MISS J. Green Free Throw 2 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,Missed,,,,,,,,,,,,
191,PT10M02.00S,2022-01-10T00:45:40.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,25,37,2022-01-10T00:45:58Z,1900000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,
192,PT09M49.00S,2022-01-10T00:46:12.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,13.748357424441524,48.77450980392157,1610612760,27,37,2022-01-10T00:46:18Z,1910000,6.0,77.0,1,left,A. Wiggins 7' turnaround Jump Shot (2 PTS) (K. Williams 1 AST),"[1630598, 1629026]",1610612760.0,OKC,turnaround,,,Wiggins,A. Wiggins,,,,,,,,,,,7.69,Made,,,,,2.0,K. Williams,1629026.0,1.0,,,,
194,PT09M49.00S,2022-01-10T00:46:15.9Z,2,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612760,27,37,2022-01-10T00:46:47Z,1930000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1630538, 1630598]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,200833.0,1.0,0.0,Wiggins,1630598.0,,,,,,,,,,,,,,,
196,PT09M49.00S,2022-01-10T00:46:34.9Z,2,REGULAR,freethrow,1 of 1,[],1630598,,,1610612760,28,37,2022-01-10T00:46:34Z,1950000,,,0,,A. Wiggins Free Throw 1 of 1 (3 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
197,PT09M31.00S,2022-01-10T00:46:52.9Z,2,REGULAR,3pt,Jump Shot,[],203085,87.20433639947439,95.58823529411765,1610612743,28,40,2022-01-10T00:46:57Z,1960000,228.0,68.0,1,right,A. Rivers 3PT pullup (8 PTS) (F. Campazzo 2 AST),"[203085, 1630267]",1610612743.0,DEN,pullup,,,Rivers,A. Rivers,,,,,,,,,,,23.78,Made,,,,,8.0,F. Campazzo,1630267.0,2.0,,,,
199,PT09M11.00S,2022-01-10T00:47:12.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630197,7.835085413929041,60.049019607843135,1610612760,30,40,2022-01-10T00:47:16Z,1980000,-50.0,21.0,1,left,A. Pokusevski cutting DUNK (2 PTS) (T. Mann 2 AST),"[1630197, 1630544]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,5.45,Made,,,,,2.0,T. Mann,1630544.0,2.0,,,,
201,PT08M46.00S,2022-01-10T00:47:36.8Z,2,REGULAR,3pt,Jump Shot,[],1630538,78.79434954007884,91.91176470588235,1610612743,30,40,2022-01-10T00:47:41Z,2000000,210.0,147.0,1,right,MISS B. Hyland 25' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,,,,,25.59,Missed,,,,,,,,,,,,
202,PT08M44.00S,2022-01-10T00:47:38.8Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,30,40,2022-01-10T00:47:41Z,2010000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,,
203,PT08M34.00S,2022-01-10T00:47:49.7Z,2,REGULAR,3pt,Jump Shot,[],1629026,4.418528252299605,95.83333333333334,1610612760,30,40,2022-01-10T00:47:53Z,2020000,-229.0,-11.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,22.95,Missed,,,,,,,,,,,,
204,PT08M32.00S,2022-01-10T00:47:51.7Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,30,40,2022-01-10T00:47:53Z,2030000,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,203.0,3.0,1.0,2.0,,,,,,,,
205,PT08M23.00S,2022-01-10T00:48:00.8Z,2,REGULAR,turnover,lost ball,[],203085,,,1610612743,30,40,2022-01-10T00:48:04Z,2040000,,,0,,A. Rivers lost ball TURNOVER (1 TO),"[203085, 1630544]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,1.0,,,,,,,,,,,Mann,1630544.0,,
206,PT08M23.00S,2022-01-10T00:48:00.8Z,2,REGULAR,steal,,[],1630544,,,1610612760,30,40,2022-01-10T00:48:02Z,2050000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M18.00S,2022-01-10T00:48:06.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629647,9.937582128777924,39.950980392156865,1610612760,32,40,2022-01-10T00:48:37Z,2060000,50.0,41.0,1,left,D. Bazley 6' running DUNK (2 PTS) (K. Williams 2 AST),"[1629647, 1629026]",1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,,,,,,,6.48,Made,,,,,2.0,K. Williams,1629026.0,2.0,,,,
209,PT07M57.00S,2022-01-10T00:48:26.4Z,2,REGULAR,3pt,Jump Shot,[],203085,95.0886990801577,96.32352941176471,1610612743,32,43,2022-01-10T00:48:30Z,2080000,232.0,-6.0,1,right,A. Rivers 3PT  (11 PTS) (F. Campazzo 3 AST),"[203085, 1630267]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,23.17,Made,,,,,11.0,F. Campazzo,1630267.0,3.0,,,,
211,PT07M34.00S,2022-01-10T00:48:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630598,7.835085413929041,2.450980392156863,1610612760,35,43,2022-01-10T00:48:53Z,2100000,238.0,21.0,1,left,A. Wiggins 3PT  (6 PTS) (K. Williams 3 AST),"[1630598, 1629026]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,23.86,Made,,,,,6.0,K. Williams,1629026.0,3.0,,,,
213,PT07M16.00S,2022-01-10T00:49:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,88.91261498028909,40.19607843137255,1610612743,35,45,2022-01-10T00:49:16Z,2120000,-49.0,52.0,1,right,J. Green 7' Layup (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,7.12,Made,,,,,7.0,,,,,,,
214,PT07M01.00S,2022-01-10T00:49:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,10.85742444152431,44.85294117647059,1610612760,37,45,2022-01-10T00:49:26Z,2130000,26.0,50.0,1,left,A. Pokusevski driving Layup (4 PTS) (T. Mann 3 AST),"[1630197, 1630544]",1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,,,,,,,5.59,Made,,,,,4.0,T. Mann,1630544.0,3.0,,,,
216,PT06M43.00S,2022-01-10T00:49:40.6Z,2,REGULAR,3pt,Jump Shot,[],201145,92.06636005256242,94.85294117647058,1610612743,37,48,2022-01-10T00:49:44Z,2150000,224.0,22.0,1,right,J. Green 3PT  (10 PTS) (F. Campazzo 4 AST),"[201145, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,22.54,Made,,,,,10.0,F. Campazzo,1630267.0,4.0,,,,
218,PT06M16.00S,2022-01-10T00:50:07.9Z,2,REGULAR,3pt,Jump Shot,[],1629647,28.728646517739815,83.08823529411765,1610612760,37,48,2022-01-10T00:50:11Z,2170000,-165.0,218.0,1,left,MISS D. Bazley 27' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,27.32,Missed,,,,,,,,,,,,
219,PT06M14.00S,2022-01-10T00:50:09.9Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,37,48,2022-01-10T00:50:11Z,2180000,,,0,,Z. Nnaji REBOUND (Off:2 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,218.0,4.0,2.0,2.0,,,,,,,,
220,PT06M05.00S,2022-01-10T00:50:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630538,68.80749014454665,14.460784313725492,1610612743,37,48,2022-01-10T00:50:25Z,2190000,-178.0,241.0,1,right,MISS B. Hyland 29' 3PT - blocked,"[1630538, 1629647]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,29.92,Missed,,,,,,,,,,,Bazley,1629647.0
221,PT06M05.00S,2022-01-10T00:50:19.3Z,2,REGULAR,block,,[],1629647,,,1610612743,37,48,2022-01-10T00:50:23Z,2200000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M00.00S,2022-01-10T00:50:24.3Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,37,48,2022-01-10T00:50:25Z,2210000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,
223,PT05M59.00S,2022-01-10T00:50:25.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629647,10.988830486202366,46.81372549019608,1610612760,39,48,2022-01-10T00:50:33Z,2220000,16.0,51.0,1,left,D. Bazley running DUNK (4 PTS) (A. Wiggins 1 AST),"[1629647, 1630598]",1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,,,,,,,5.32,Made,,,,,4.0,A. Wiggins,1630598.0,1.0,,,,
225,PT05M58.00S,2022-01-10T00:50:38.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,39,48,2022-01-10T00:50:38Z,2240000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612743,39,48,2022-01-10T00:53:11Z,2250000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,39,48,2022-01-10T00:53:11Z,2260000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,39,48,2022-01-10T00:53:11Z,2270000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,39,48,2022-01-10T00:53:11Z,2280000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,out,[],201145,,,1610612743,39,48,2022-01-10T00:53:11Z,2290000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,in,[],203488,,,1610612743,39,48,2022-01-10T00:53:11Z,2300000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,39,48,2022-01-10T00:53:11Z,2310000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,in,[],203999,,,1610612743,39,48,2022-01-10T00:53:11Z,2320000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,in,[],203115,,,1610612743,39,48,2022-01-10T00:53:11Z,2330000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M58.00S,2022-01-10T00:52:48.5Z,2,REGULAR,substitution,in,[],203932,,,1610612743,39,48,2022-01-10T00:53:11Z,2340000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M42.00S,2022-01-10T00:53:38.4Z,2,REGULAR,turnover,bad pass,[],203085,,,1610612743,39,48,2022-01-10T00:53:42Z,2350000,,,0,,A. Rivers bad pass TURNOVER (2 TO),"[203085, 203488]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,2.0,,,,,,,,,,,Muscala,203488.0,,
237,PT05M42.00S,2022-01-10T00:53:38.4Z,2,REGULAR,steal,,[],203488,,,1610612760,39,48,2022-01-10T00:53:40Z,2360000,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M36.00S,2022-01-10T00:53:44.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,8.09789750328515,95.83333333333334,1610612760,39,48,2022-01-10T00:53:50Z,2370000,-229.0,24.0,1,left,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,23.04,Missed,,,,,,,,,,,,
239,PT05M34.00S,2022-01-10T00:53:47.3Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,39,48,2022-01-10T00:53:47Z,2380000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,238.0,2.0,1.0,1.0,,,,,,,,
240,PT05M27.00S,2022-01-10T00:53:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629647,6.783837056504599,42.40196078431372,1610612760,41,48,2022-01-10T00:54:00Z,2390000,38.0,11.0,1,left,D. Bazley driving reverse Layup (6 PTS) (A. Wiggins 2 AST),"[1629647, 1630598]",1610612760.0,OKC,driving reverse,,,Bazley,D. Bazley,,,,,,,,,,,3.96,Made,,,,,6.0,A. Wiggins,1630598.0,2.0,,,,
242,PT05M10.00S,2022-01-10T00:54:10.5Z,2,REGULAR,3pt,Jump Shot,[],203085,91.93495400788436,94.36274509803921,1610612743,41,51,2022-01-10T00:54:15Z,2410000,222.0,23.0,1,right,A. Rivers 3PT  (14 PTS) (W. Barton 3 AST),"[203085, 203115]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,22.3,Made,,,,,14.0,W. Barton,203115.0,3.0,,,,
244,PT04M55.00S,2022-01-10T00:54:24.9Z,2,REGULAR,3pt,Jump Shot,[],1629647,8.229303547963205,4.411764705882353,1610612760,41,51,2022-01-10T00:54:29Z,2430000,228.0,25.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,22.93,Missed,,,,,,,,,,,,
245,PT04M54.00S,2022-01-10T00:54:25.9Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,41,51,2022-01-10T00:54:29Z,2440000,,,0,,W. Barton REBOUND (Off:1 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,244.0,3.0,2.0,1.0,,,,,,,,
246,PT04M38.00S,2022-01-10T00:54:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,89.17542706964521,57.84313725490197,1610612743,41,53,2022-01-10T00:54:48Z,2450000,39.0,49.0,1,right,W. Barton 6' driving Layup (10 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,,,,,6.3,Made,,,,,10.0,,,,,,,
247,PT04M20.00S,2022-01-10T00:55:00.6Z,2,REGULAR,2pt,Jump Shot,[],203488,5.732588699080158,6.61764705882353,1610612760,43,53,2022-01-10T00:55:13Z,2460000,217.0,1.0,1,left,M. Muscala 21' Jump Shot (2 PTS) (A. Wiggins 3 AST),"[203488, 1630598]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,21.69,Made,,,,,2.0,A. Wiggins,1630598.0,3.0,,,,
249,PT04M04.00S,2022-01-10T00:55:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,92.59198423127464,45.83333333333333,1610612743,43,55,2022-01-10T00:55:21Z,2480000,-21.0,17.0,1,right,M. Morris cutting Layup (8 PTS) (A. Gordon 2 AST),"[1628420, 203932]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,,,,,,,2.69,Made,,,,,8.0,A. Gordon,203932.0,2.0,,,,
251,PT04M03.00S,2022-01-10T00:55:23.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,43,55,2022-01-10T00:55:23Z,2500000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,43,55,2022-01-10T00:56:44Z,2510000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,43,55,2022-01-10T00:56:44Z,2520000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,43,55,2022-01-10T00:56:44Z,2530000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,out,[],203085,,,1610612760,43,55,2022-01-10T00:56:44Z,2540000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,43,55,2022-01-10T00:56:44Z,2550000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,43,55,2022-01-10T00:56:44Z,2560000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,43,55,2022-01-10T00:56:44Z,2570000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M03.00S,2022-01-10T00:56:10.0Z,2,REGULAR,substitution,in,[],203210,,,1610612760,43,55,2022-01-10T00:56:44Z,2580000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M52.00S,2022-01-10T00:57:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629652,12.302890932982917,2.2058823529411766,1610612760,43,55,2022-01-10T00:57:08Z,2590000,239.0,63.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,24.72,Missed,,,,,,,,,,,,
261,PT03M48.00S,2022-01-10T00:57:07.1Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,43,55,2022-01-10T00:57:08Z,2600000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,260.0,2.0,2.0,0.0,,,,,,,,
262,PT03M30.00S,2022-01-10T00:57:24.7Z,2,REGULAR,3pt,Jump Shot,[],203932,74.45795006570303,85.5392156862745,1610612743,43,55,2022-01-10T00:57:29Z,2610000,178.0,188.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,25.84,Missed,,,,,,,,,,,,
263,PT03M26.00S,2022-01-10T00:57:28.7Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,43,55,2022-01-10T00:57:29Z,2620000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,262.0,2.0,1.0,1.0,,,,,,,,
264,PT03M17.00S,2022-01-10T00:57:37.7Z,2,REGULAR,3pt,Jump Shot,[],1630581,30.56833114323259,73.2843137254902,1610612760,43,55,2022-01-10T00:57:42Z,2630000,-116.0,235.0,1,left,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,26.21,Missed,,,,,,,,,,,,
265,PT03M13.00S,2022-01-10T00:57:41.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,43,55,2022-01-10T00:57:42Z,2640000,,,0,,W. Barton REBOUND (Off:1 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,
266,PT02M57.00S,2022-01-10T00:57:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,88.38699080157687,59.068627450980394,1610612743,43,55,2022-01-10T01:02:55Z,2650000,45.0,57.0,1,right,MISS N. Jokic 7' Layup - blocked,"[203999, 1628983]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,7.26,Missed,,,,,,,,,,,Gilgeous-Alexander,1628983.0
267,PT02M57.00S,2022-01-10T00:57:57.3Z,2,REGULAR,block,,[],1628983,,,1610612743,43,55,2022-01-10T00:58:00Z,2660000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M53.00S,2022-01-10T00:58:01.3Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,43,55,2022-01-10T00:58:03Z,2670000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,
