actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
353,PT10M58.00S,2022-01-25T02:21:15.8Z,3,REGULAR,3pt,Jump Shot,[],1630598,32.802233902759525,22.30392156862745,1610612760,48,61,2022-01-25T02:21:22Z,3440000,138.0,256.0,1,left,MISS A. Wiggins 29' 3PT,[1630598],1610612760.0,OKC,,29.09,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M55.00S,2022-01-25T02:21:18.8Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,48,61,2022-01-25T02:21:22Z,3450000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,353.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
355,PT10M43.00S,2022-01-25T02:21:31.6Z,3,REGULAR,2pt,Hook,[],202696,94.03745072273325,68.13725490196079,1610612741,48,61,2022-01-25T02:21:35Z,3460000,91.0,4.0,1,right,MISS N. Vucevic 9' Hook,[202696],1610612741.0,CHI,,9.08,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
356,PT10M39.00S,2022-01-25T02:21:35.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,48,61,2022-01-25T02:21:35Z,3470000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,355.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
357,PT10M31.00S,2022-01-25T02:21:42.8Z,3,REGULAR,3pt,Jump Shot,[],203488,5.338370565045992,96.81372549019608,1610612760,48,61,2022-01-25T02:21:46Z,3480000,-234.0,-2.0,1,left,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,23.41,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
358,PT10M28.00S,2022-01-25T02:21:45.8Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,48,61,2022-01-25T02:21:46Z,3490000,,,0,,Z. LaVine REBOUND (Off:0 Def:5),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,357.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
359,PT10M14.00S,2022-01-25T02:21:59.8Z,3,REGULAR,3pt,Jump Shot,[],203897,67.49342969776609,23.03921568627451,1610612741,48,64,2022-01-25T02:22:04Z,3500000,-135.0,253.0,1,right,Z. LaVine 28' 3PT  (13 PTS) (N. Vucevic 3 AST),"[203897, 202696]",1610612741.0,CHI,,28.68,Made,LaVine,Z. LaVine,,,,,13.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,,,
361,PT09M59.00S,2022-01-25T02:22:15.9Z,3,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612760,48,64,2022-01-25T02:22:37Z,3520000,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Dort 2 FT),"[1628972, 1629652]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,1204.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,
363,PT09M59.00S,2022-01-25T02:22:46.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,49,64,2022-01-25T02:22:46Z,3540000,,,0,,L. Dort Free Throw 1 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,Made,Dort,L. Dort,,,,,9.0,,,,,,,,,,,,,,,,,,,
364,PT09M59.00S,2022-01-25T02:23:04.3Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,50,64,2022-01-25T02:23:04Z,3550000,,,0,,L. Dort Free Throw 2 of 2 (10 PTS),[1629652],1610612760.0,OKC,,,Made,Dort,L. Dort,,,,,10.0,,,,,,,,,,,,,,,,,,,
365,PT09M47.00S,2022-01-25T02:23:18.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,89.56964520367937,46.32352941176471,1610612741,50,64,2022-01-25T02:23:21Z,3560000,-18.0,46.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,4.91,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
366,PT09M46.00S,2022-01-25T02:23:19.1Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,50,64,2022-01-25T02:23:21Z,3570000,,,0,,M. Muscala REBOUND (Off:1 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,365.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
367,PT09M41.00S,2022-01-25T02:23:24.5Z,3,REGULAR,turnover,lost ball,[],1630581,,,1610612760,50,64,2022-01-25T02:23:27Z,3580000,,,0,,J. Giddey lost ball TURNOVER (4 TO),"[1630581, 1628972]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,4.0,Brown Jr.,1628972.0,,,,,,,,
368,PT09M41.00S,2022-01-25T02:23:24.5Z,3,REGULAR,steal,,[],1628972,,,1610612741,50,64,2022-01-25T02:23:26Z,3590000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M36.00S,2022-01-25T02:23:28.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,89.56964520367937,55.14705882352941,1610612741,50,66,2022-01-25T02:23:34Z,3600000,26.0,46.0,1,right,J. Green running DUNK (4 PTS) (T. Brown Jr. 1 AST),"[1629750, 1628972]",1610612741.0,CHI,running,5.23,Made,Green,J. Green,,,,,4.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,,,,,,
371,PT09M18.00S,2022-01-25T02:23:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,7.703679369250986,57.59803921568627,1610612760,52,66,2022-01-25T02:23:53Z,3620000,-38.0,20.0,1,left,A. Wiggins reverse Layup (5 PTS) (J. Giddey 4 AST),"[1630598, 1630581]",1610612760.0,OKC,reverse,4.29,Made,Wiggins,A. Wiggins,,,,,5.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,,,
373,PT09M08.00S,2022-01-25T02:23:56.4Z,3,REGULAR,3pt,Jump Shot,[],202696,66.70499342969777,30.392156862745097,1610612741,52,69,2022-01-25T02:24:00Z,3640000,-98.0,260.0,1,right,N. Vucevic 27' 3PT  (10 PTS) (T. Brown Jr. 2 AST),"[202696, 1628972]",1610612741.0,CHI,,27.83,Made,Vucevic,N. Vucevic,,,,,10.0,T. Brown Jr.,1628972.0,2.0,,,,,,,,,,,,,,,,
375,PT09M07.00S,2022-01-25T02:24:00.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,52,69,2022-01-25T02:24:00Z,3660000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M54.00S,2022-01-25T02:27:01.0Z,3,REGULAR,3pt,Jump Shot,[],1628983,20.844283837056505,93.38235294117648,1610612760,52,69,2022-01-25T02:27:50Z,3670000,-217.0,143.0,1,left,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,26.0,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
377,PT08M50.00S,2022-01-25T02:27:05.0Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,52,69,2022-01-25T02:27:08Z,3680000,,,0,,Z. LaVine REBOUND (Off:0 Def:6),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,376.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,
378,PT08M42.00S,2022-01-25T02:27:12.3Z,3,REGULAR,3pt,Jump Shot,[],1630245,79.97700394218134,91.91176470588235,1610612741,52,72,2022-01-25T02:27:16Z,3690000,210.0,136.0,1,right,A. Dosunmu 24' 3PT  (21 PTS) (Z. LaVine 6 AST),"[1630245, 203897]",1610612741.0,CHI,,24.97,Made,Dosunmu,A. Dosunmu,,,,,21.0,Z. LaVine,203897.0,6.0,,,,,,,,,,,,,,,,
417,PT08M42.00S,2022-01-25T02:27:31.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,52,72,2022-01-25T03:31:21Z,3718750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M27.00S,2022-01-25T02:27:31.6Z,3,REGULAR,2pt,Jump Shot,[],1629652,19.97371879106439,26.738664215686274,1610612760,52,72,2022-01-25T02:42:50Z,3719375,116.0,135.0,1,left,MISS L. Dort 17' Jump Shot - blocked,"[1629652, 203897]",1610612760.0,OKC,,17.84,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,LaVine,203897.0,,,,,,
415,PT08M27.00S,2022-01-25T02:27:31.6Z,3,REGULAR,block,,[],203897,,,1610612760,52,72,2022-01-25T02:32:48Z,3719687,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
416,PT08M27.00S,2022-01-25T02:27:31.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,52,72,2022-01-25T02:43:15Z,3719843,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,
381,PT08M16.00S,2022-01-25T02:27:50.9Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612741,52,72,2022-01-25T02:28:00Z,3720000,,,0,,L. Dort shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629652, 203897]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,1830.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,
383,PT08M16.00S,2022-01-25T02:28:15.5Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,52,73,2022-01-25T02:33:44Z,3740000,,,0,,Z. LaVine Free Throw 1 of 2 (14 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,14.0,,,,,,,,,,,,,,,,,,,
384,PT08M16.00S,2022-01-25T02:28:16.2Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,52,73,2022-01-25T02:28:18Z,3750000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M16.00S,2022-01-25T02:28:16.2Z,3,REGULAR,substitution,in,[],1630792,,,1610612741,52,73,2022-01-25T02:28:18Z,3760000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M16.00S,2022-01-25T02:28:15.5Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,52,74,2022-01-25T02:33:44Z,3770000,,,0,,Z. LaVine Free Throw 2 of 2 (15 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,15.0,,,,,,,,,,,,,,,,,,,
387,PT08M09.00S,2022-01-25T02:28:45.1Z,3,REGULAR,3pt,Jump Shot,[],203488,33.065045992115635,59.31372549019608,1610612760,55,74,2022-01-25T02:28:49Z,3780000,-47.0,258.0,1,left,M. Muscala 26' 3PT  (8 PTS) (S. Gilgeous-Alexander 3 AST),"[203488, 1628983]",1610612760.0,OKC,,26.25,Made,Muscala,M. Muscala,,,,,8.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,,,
389,PT07M50.00S,2022-01-25T02:29:03.6Z,3,REGULAR,3pt,Jump Shot,[],202696,68.41327201051249,70.09803921568627,1610612741,55,77,2022-01-25T02:29:07Z,3800000,100.0,244.0,1,right,N. Vucevic 26' 3PT  (13 PTS) (Z. LaVine 7 AST),"[202696, 203897]",1610612741.0,CHI,,26.43,Made,Vucevic,N. Vucevic,,,,,13.0,Z. LaVine,203897.0,7.0,,,,,,,,,,,,,,,,
391,PT07M39.00S,2022-01-25T02:29:14.8Z,3,REGULAR,3pt,Jump Shot,[],203488,33.722076215505915,42.8921568627451,1610612760,55,77,2022-01-25T02:29:21Z,3820000,36.0,264.0,1,left,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,26.69,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M37.00S,2022-01-25T02:29:20.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,55,77,2022-01-25T02:29:20Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,391.0,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M37.00S,2022-01-25T02:29:26.1Z,3,REGULAR,foul,personal,[],1628972,,,1610612760,55,77,2022-01-25T02:44:13Z,3840000,,,0,,T. Brown Jr. loose ball personal FOUL (3 PF),"[1628972, 1630598]",1610612741.0,CHI,loose ball,,,Brown Jr.,T. Brown Jr.,,,,,,,,,1830.0,3.0,0.0,Wiggins,1630598.0,,,,,,,,,,,
396,PT07M37.00S,2022-01-25T02:29:39.6Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,55,77,2022-01-25T02:29:47Z,3870000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M37.00S,2022-01-25T02:29:39.6Z,3,REGULAR,substitution,in,[],1630526,,,1610612760,55,77,2022-01-25T02:29:47Z,3880000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M37.00S,2022-01-25T02:29:39.6Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,55,77,2022-01-25T02:30:19Z,3890000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M37.00S,2022-01-25T02:29:39.6Z,3,REGULAR,substitution,in,[],1629647,,,1610612760,55,77,2022-01-25T02:30:19Z,3895000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M26.00S,2022-01-25T02:29:58.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629647,8.229303547963205,93.62745098039215,1610612760,55,77,2022-01-25T02:30:13Z,3900000,-218.0,25.0,1,left,MISS D. Bazley 21' Jump Shot,[1629647],1610612760.0,OKC,,21.95,Missed,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M23.00S,2022-01-25T02:30:00.6Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612741,55,77,2022-01-25T02:30:00Z,3910000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,399.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
401,PT07M19.00S,2022-01-25T02:30:04.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,66.3107752956636,84.31372549019608,1610612741,55,77,2022-01-25T02:30:17Z,3920000,172.0,264.0,1,right,MISS Z. LaVine 31' 3PT,[203897],1610612741.0,CHI,,31.5,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M17.00S,2022-01-25T02:30:07.2Z,3,REGULAR,rebound,offensive,[],1630792,,,1610612741,55,77,2022-01-25T02:30:07Z,3930000,,,0,,M. Hill REBOUND (Off:1 Def:0),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,401.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
403,PT07M14.00S,2022-01-25T02:30:09.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,89.96386333771353,45.34313725490196,1610612741,55,79,2022-01-25T02:32:07Z,3940000,-23.0,42.0,1,right,Z. LaVine cutting Layup (17 PTS) (N. Vucevic 4 AST),"[203897, 202696]",1610612741.0,CHI,cutting,4.79,Made,LaVine,Z. LaVine,,,,,17.0,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,,,
407,PT07M02.00S,2022-01-25T02:30:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.886333771353483,55.392156862745104,1610612760,55,79,2022-01-25T02:32:48Z,3960000,-27.0,31.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,4.11,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M00.00S,2022-01-25T02:30:23.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,55,79,2022-01-25T02:30:25Z,3970000,,,0,,N. Vucevic REBOUND (Off:3 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,407.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
409,PT06M56.00S,2022-01-25T02:30:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.72339027595268,58.82352941176471,1610612741,55,81,2022-01-25T02:30:35Z,3980000,44.0,16.0,1,right,N. Vucevic cutting Layup (15 PTS) (A. Dosunmu 4 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,4.69,Made,Vucevic,N. Vucevic,,,,,15.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,,,,,,
411,PT06M56.00S,2022-01-25T02:30:32.9Z,3,REGULAR,foul,personal,['1freethrow'],203488,,,1610612741,55,81,2022-01-25T02:31:11Z,4000000,,,0,,M. Muscala shooting personal FOUL (2 PF) (Vucevic 1 FT),"[203488, 202696]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,1830.0,2.0,0.0,Vucevic,202696.0,,,,,,,,,,,
413,PT06M56.00S,2022-01-25T02:30:52.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,55,81,2022-01-25T02:30:52Z,4020000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M56.00S,2022-01-25T02:33:10.8Z,3,REGULAR,substitution,out,[],1629652,,,1610612741,55,81,2022-01-25T02:33:32Z,4030000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M56.00S,2022-01-25T02:33:10.8Z,3,REGULAR,substitution,out,[],203488,,,1610612741,55,81,2022-01-25T02:33:32Z,4040000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M56.00S,2022-01-25T02:33:10.8Z,3,REGULAR,substitution,in,[],1629026,,,1610612741,55,81,2022-01-25T02:33:32Z,4050000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M56.00S,2022-01-25T02:33:10.8Z,3,REGULAR,substitution,in,[],1630544,,,1610612741,55,81,2022-01-25T02:33:32Z,4060000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M56.00S,2022-01-25T02:33:54.6Z,3,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,55,82,2022-01-25T02:33:54Z,4070000,,,0,,N. Vucevic Free Throw 1 of 1 (16 PTS),[202696],1610612741.0,CHI,,,Made,Vucevic,N. Vucevic,,,,,16.0,,,,,,,,,,,,,,,,,,,
423,PT06M40.00S,2022-01-25T02:34:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1630792,,,1610612760,55,82,2022-01-25T02:34:21Z,4080000,,,0,,M. Hill shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630792, 1628983]",1610612741.0,CHI,shooting,,,Hill,M. Hill,,,,,,,,,1627529.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
425,PT06M40.00S,2022-01-25T02:34:35.8Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,56,82,2022-01-25T02:34:50Z,4100000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (13 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,13.0,,,,,,,,,,,,,,,,,,,
426,PT06M40.00S,2022-01-25T02:34:35.8Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,56,82,2022-01-25T02:34:50Z,4110000,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M39.00S,2022-01-25T02:34:36.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,56,82,2022-01-25T02:34:50Z,4120000,,,0,,N. Vucevic REBOUND (Off:3 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,426.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
428,PT06M20.00S,2022-01-25T02:35:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,91.01511169513797,57.35294117647059,1610612741,56,84,2022-01-25T02:35:11Z,4130000,37.0,32.0,1,right,T. Brown Jr. Layup (10 PTS) (A. Dosunmu 5 AST),"[1628972, 1630245]",1610612741.0,CHI,,4.88,Made,Brown Jr.,T. Brown Jr.,,,,,10.0,A. Dosunmu,1630245.0,5.0,,,,,,,,,,,,,,,,
430,PT05M59.00S,2022-01-25T02:35:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.726018396846255,45.588235294117645,1610612760,58,84,2022-01-25T02:35:32Z,4150000,22.0,48.0,1,left,S. Gilgeous-Alexander driving Layup (15 PTS) (J. Robinson-Earl 2 AST),"[1628983, 1630526]",1610612760.0,OKC,driving,5.31,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,15.0,J. Robinson-Earl,1630526.0,2.0,,,,,,,,,,,,,,,,
431,PT05M49.00S,2022-01-25T02:35:40.0Z,3,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612741,58,84,2022-01-25T02:36:08Z,4160000,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (LaVine 2 FT),"[1630526, 203897]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,1830.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,
433,PT05M49.00S,2022-01-25T02:36:09.0Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,58,84,2022-01-25T02:36:09Z,4180000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M49.00S,2022-01-25T02:36:09.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,58,84,2022-01-25T02:36:09Z,4190000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,433.0,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M49.00S,2022-01-25T02:36:09.7Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,58,84,2022-01-25T02:36:15Z,4200000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M49.00S,2022-01-25T02:36:09.7Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,58,84,2022-01-25T02:36:15Z,4210000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M49.00S,2022-01-25T02:36:25.7Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,58,85,2022-01-25T02:36:25Z,4220000,,,0,,Z. LaVine Free Throw 2 of 2 (18 PTS),[203897],1610612741.0,CHI,,,Made,LaVine,Z. LaVine,,,,,18.0,,,,,,,,,,,,,,,,,,,
438,PT05M39.00S,2022-01-25T02:36:40.3Z,3,REGULAR,foul,personal,[],1629632,,,1610612760,58,85,2022-01-25T02:36:48Z,4230000,,,0,,C. White personal FOUL (2 PF),"[1629632, 1628983]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,1204.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
440,PT05M28.00S,2022-01-25T02:37:06.0Z,3,REGULAR,2pt,Jump Shot,[],1630544,9.543363994743759,92.40196078431373,1610612760,58,85,2022-01-25T02:37:10Z,4250000,-212.0,37.0,1,left,MISS T. Mann 21' pullup Shot,[1630544],1610612760.0,OKC,pullup,21.52,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M24.00S,2022-01-25T02:37:10.0Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612741,58,85,2022-01-25T02:37:10Z,4260000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,440.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
442,PT05M18.00S,2022-01-25T02:37:14.8Z,3,REGULAR,3pt,Jump Shot,[],202696,65.1281208935611,42.40196078431372,1610612741,58,85,2022-01-25T02:37:19Z,4270000,-38.0,275.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,27.79,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M16.00S,2022-01-25T02:37:16.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,58,85,2022-01-25T02:37:19Z,4280000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,442.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
444,PT05M06.00S,2022-01-25T02:37:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.806176084099869,62.5,1610612760,58,85,2022-01-25T02:37:30Z,4290000,-62.0,40.0,1,left,MISS S. Gilgeous-Alexander 7' driving Layup,[1628983],1610612760.0,OKC,driving,7.4,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M05.00S,2022-01-25T02:37:27.5Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,58,85,2022-01-25T02:37:30Z,4300000,,,0,,C. White REBOUND (Off:1 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,444.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
446,PT04M56.00S,2022-01-25T02:37:37.4Z,3,REGULAR,3pt,Jump Shot,[],1630792,71.04139290407359,75.0,1610612741,58,85,2022-01-25T02:37:43Z,4310000,125.0,220.0,1,right,MISS M. Hill 25' 3PT,[1630792],1610612741.0,CHI,,25.28,Missed,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
