actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
39,PT09M03.00S,2021-11-18T01:14:44.8Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,7,3,2021-11-18T01:14:45Z,390000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,38.0,3.0,1.0,2.0,,,,,,,,
40,PT08M52.00S,2021-11-18T01:14:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,91.5407358738502,51.71568627450981,1610612745,7,3,2021-11-18T01:14:58Z,400000,9.0,27.0,1,right,MISS C. Wood Layup,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,2.83,Missed,,,,,,,,,,,,,,,,
41,PT08M50.00S,2021-11-18T01:14:56.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,7,3,2021-11-18T01:14:58Z,410000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
42,PT08M39.00S,2021-11-18T01:15:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.206964520367937,47.549019607843135,1610612760,9,3,2021-11-18T01:15:17Z,420000,12.0,-4.0,1,left,L. Dort driving Layup (7 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,1.28,Made,7.0,,,,,,,,,,,,,,,
44,PT08M24.00S,2021-11-18T01:15:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.85479632063075,52.450980392156865,1610612745,9,5,2021-11-18T01:15:32Z,440000,12.0,15.0,1,right,E. Gordon driving Layup (2 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,,,,1.92,Made,2.0,,,,,,,,,,,,,,,
45,PT08M11.00S,2021-11-18T01:15:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,5.732588699080158,52.450980392156865,1610612760,11,5,2021-11-18T01:15:43Z,450000,-12.0,1.0,1,left,J. Giddey driving floating bank Jump Shot (2 PTS) (J. Robinson-Earl 1 AST),"[1630581, 1630526]",1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,,,,1.24,Made,2.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,
46,PT07M58.00S,2021-11-18T01:15:48.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,73.14388961892247,54.65686274509803,1610612745,11,5,2021-11-18T01:15:52Z,460000,23.0,200.0,1,right,MISS J. Green 20' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,,,20.13,Missed,,,,,,,,,,,,,,,,
47,PT07M57.00S,2021-11-18T01:15:49.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,11,5,2021-11-18T01:15:52Z,470000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,46.0,5.0,4.0,1.0,,,,,,,,
48,PT07M48.00S,2021-11-18T01:15:59.2Z,1,REGULAR,3pt,Jump Shot,[],1630526,29.25427069645204,72.54901960784314,1610612760,11,5,2021-11-18T01:16:04Z,480000,-113.0,222.0,1,left,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,24.94,Missed,,,,,,,,,,,,,,,,
49,PT07M45.00S,2021-11-18T01:16:02.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,11,5,2021-11-18T01:16:04Z,490000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,
50,PT07M36.00S,2021-11-18T01:16:10.9Z,1,REGULAR,3pt,Jump Shot,[],201569,66.83639947437582,45.83333333333333,1610612745,11,8,2021-11-18T01:16:15Z,500000,-21.0,259.0,1,right,E. Gordon 26' 3PT  (5 PTS) (J. Tate 1 AST),"[201569, 1630256]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,26.0,Made,5.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,
52,PT07M08.00S,2021-11-18T01:16:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,4.681340341655716,54.166666666666664,1610612760,11,8,2021-11-18T01:16:45Z,520000,-21.0,-8.0,1,left,MISS J. Giddey driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,,,,2.25,Missed,,,,,,,,,,,,,,,,
53,PT07M07.00S,2021-11-18T01:16:40.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,8,2021-11-18T01:16:45Z,530000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,
54,PT07M01.00S,2021-11-18T01:16:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,93.38042049934296,52.450980392156865,1610612745,11,8,2021-11-18T01:26:42Z,540000,12.0,10.0,1,right,MISS D. House Jr. driving Layup,[1627863],1610612745.0,HOU,driving,,,House Jr.,D. House Jr.,,,,,,,,1.57,Missed,,,,,,,,,,,,,,,,
55,PT07M00.00S,2021-11-18T01:16:47.1Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,11,8,2021-11-18T01:16:49Z,550000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT06M54.00S,2021-11-18T01:16:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,5.206964520367937,50.98039215686274,1610612760,13,8,2021-11-18T01:27:20Z,560000,-5.0,-4.0,1,left,L. Dort driving DUNK (9 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,0.61,Made,9.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,
58,PT06M54.00S,2021-11-18T01:16:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,8,2021-11-18T01:16:57Z,580000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M41.00S,2021-11-18T01:19:58.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,67.09921156373193,35.78431372549019,1610612745,13,8,2021-11-18T01:20:03Z,590000,-71.0,257.0,1,right,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,26.65,Missed,,,,,,,,,,,,,,,,
62,PT06M38.00S,2021-11-18T01:20:01.6Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,13,8,2021-11-18T01:20:03Z,600000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,
63,PT06M32.00S,2021-11-18T01:20:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.1268068331143235,46.81372549019608,1610612760,15,8,2021-11-18T01:20:11Z,610000,16.0,5.0,1,left,J. Giddey cutting Layup (4 PTS) (L. Dort 1 AST),"[1630581, 1629652]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,,,,1.67,Made,4.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,
65,PT06M20.00S,2021-11-18T01:20:21.0Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612745,15,8,2021-11-18T01:20:27Z,630000,,,0,,J. Giddey shooting personal FOUL (1 PF) (Wood 2 FT),"[1630581, 1626174]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Wood,1626174.0,,,
67,PT06M20.00S,2021-11-18T01:20:44.7Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,15,9,2021-11-18T01:20:44Z,650000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
68,PT06M20.00S,2021-11-18T01:20:58.0Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,15,10,2021-11-18T01:20:58Z,660000,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
69,PT06M11.00S,2021-11-18T01:22:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.783837056504599,52.94117647058824,1610612760,17,10,2021-11-18T01:22:06Z,670000,-15.0,11.0,1,left,D. Bazley driving Layup (2 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,1.85,Made,2.0,,,,,,,,,,,,,,,
70,PT06M03.00S,2021-11-18T01:22:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.25295663600527,75.0,1610612745,17,13,2021-11-18T01:22:15Z,680000,125.0,227.0,1,right,J. Green 25' 3PT pullup (6 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,,,25.92,Made,6.0,,,,,,,,,,,,,,,
71,PT05M48.00S,2021-11-18T01:22:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.966491458607096,42.8921568627451,1610612760,17,13,2021-11-18T01:22:33Z,690000,36.0,22.0,1,left,MISS D. Bazley driving Layup - blocked,"[1629647, 1627863]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,,,,4.2,Missed,,,,,,,,,,,,,,House Jr.,1627863.0,
72,PT05M48.00S,2021-11-18T01:22:26.8Z,1,REGULAR,block,,[],1627863,,,1610612760,17,13,2021-11-18T01:22:29Z,700000,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2021-11-18T01:22:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,17,13,2021-11-18T01:22:33Z,710000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,
74,PT05M48.00S,2021-11-18T01:22:31.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,13,2021-11-18T01:22:31Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2021-11-18T01:22:43.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,13,2021-11-18T01:22:43Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M36.00S,2021-11-18T01:23:04.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,25.443495400788436,15.931372549019606,1610612760,17,13,2021-11-18T01:26:00Z,740000,170.0,187.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,,
77,PT05M33.00S,2021-11-18T01:23:07.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,17,13,2021-11-18T01:26:00Z,750000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,
78,PT05M22.00S,2021-11-18T01:23:16.9Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,17,13,2021-11-18T01:23:20Z,760000,,,0,,E. Gordon bad pass TURNOVER (2 TO),"[201569, 1628983]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2021-11-18T01:23:16.9Z,1,REGULAR,steal,,[],1628983,,,1610612760,17,13,2021-11-18T01:23:18Z,770000,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2021-11-18T01:23:22.1Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,17,13,2021-11-18T01:23:25Z,780000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1630224]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.0,Green,1630224.0,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2021-11-18T01:23:22.1Z,1,REGULAR,steal,,[],1630224,,,1610612745,17,13,2021-11-18T01:23:23Z,790000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M10.00S,2021-11-18T01:23:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,93.11760840998686,52.450980392156865,1610612745,17,15,2021-11-18T01:23:34Z,800000,12.0,12.0,1,right,C. Wood Layup (4 PTS) (D. House Jr. 1 AST),"[1626174, 1627863]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,1.73,Made,4.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,,,
84,PT04M58.00S,2021-11-18T01:23:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,26.49474375821288,18.627450980392158,1610612760,17,15,2021-11-18T01:23:48Z,820000,157.0,197.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
