actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT10M35.00S,2021-11-13T01:14:12.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,0,2021-11-13T01:14:16Z,240000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,23.0,,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT10M19.00S,2021-11-13T01:14:27.2Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,0,0,2021-11-13T01:14:31Z,250000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1626158]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,1.0,Holmes,1626158.0,,,,,,,,,,
26,PT10M19.00S,2021-11-13T01:14:27.2Z,1,REGULAR,steal,,[],1626158,,,1610612758,0,0,2021-11-13T01:14:29Z,260000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M14.00S,2021-11-13T01:14:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,94.56307490144546,50.0,1610612758,0,2,2021-11-13T01:14:42Z,270000,0.0,-1.0,1,right,D. Fox running Layup (2 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,0.14,Made,,,,,,,,,2.0,,,,,,,,,
28,PT10M08.00S,2021-11-13T01:14:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,5.338370565045992,51.225490196078425,1610612760,0,2,2021-11-13T01:19:00Z,280000,-6.0,-2.0,1,left,MISS J. Robinson-Earl Layup - blocked,"[1630526, 1626158]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,0.65,Missed,,,,,,,,,,Holmes,1626158.0,,,,,,,
29,PT10M08.00S,2021-11-13T01:14:37.8Z,1,REGULAR,block,,[],1626158,,,1610612760,0,2,2021-11-13T01:14:40Z,290000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M08.00S,2021-11-13T01:14:37.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,0,2,2021-11-13T01:14:46Z,300000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,28.0,,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT09M47.00S,2021-11-13T01:14:58.8Z,1,REGULAR,3pt,Jump Shot,[],1629002,80.1084099868594,93.62745098039215,1610612758,0,2,2021-11-13T01:15:03Z,310000,218.0,134.0,1,right,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
32,PT09M45.00S,2021-11-13T01:15:00.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,2,2021-11-13T01:15:03Z,320000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,31.0,,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT09M38.00S,2021-11-13T01:15:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629647,6.521024967148489,95.34313725490196,1610612760,0,2,2021-11-13T01:15:14Z,330000,-227.0,9.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
34,PT09M33.00S,2021-11-13T01:15:13.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,0,2,2021-11-13T01:15:14Z,340000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,33.0,,3.0,3.0,0.0,,,,,,,,,,,,,
35,PT09M29.00S,2021-11-13T01:15:17.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,82.7365308804205,95.09803921568627,1610612758,0,2,2021-11-13T01:20:25Z,350000,225.0,110.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
36,PT09M26.00S,2021-11-13T01:15:20.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,2,2021-11-13T01:15:24Z,360000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,35.0,,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT09M21.00S,2021-11-13T01:15:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,18.084756898817346,92.15686274509804,1610612760,0,2,2021-11-13T01:15:32Z,370000,-211.0,117.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,
38,PT09M18.00S,2021-11-13T01:15:27.9Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,0,2,2021-11-13T01:15:32Z,380000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,37.0,,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT09M05.00S,2021-11-13T01:15:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,94.1688567674113,54.166666666666664,1610612758,0,2,2021-11-13T01:15:44Z,390000,21.0,2.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,2.09,Missed,,,,,,,,,,,,,,,,,,
40,PT09M04.00S,2021-11-13T01:15:42.2Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,0,2,2021-11-13T01:15:42Z,400000,,,0,,R. Holmes REBOUND (Off:2 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,39.0,,3.0,1.0,2.0,,,,,,,,,,,,,
41,PT09M02.00S,2021-11-13T01:15:44.1Z,1,REGULAR,turnover,lost ball,[],1626158,,,1610612758,0,2,2021-11-13T01:15:48Z,410000,,,0,,R. Holmes lost ball TURNOVER (2 TO),"[1626158, 1629652]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,2.0,Dort,1629652.0,,,,,,,,,,
42,PT09M02.00S,2021-11-13T01:15:44.1Z,1,REGULAR,steal,,[],1629652,,,1610612760,0,2,2021-11-13T01:19:10Z,420000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2021-11-13T01:15:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.206964520367937,53.67647058823529,1610612760,0,2,2021-11-13T01:15:56Z,430000,-18.0,-4.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,
44,PT08M51.00S,2021-11-13T01:15:55.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,0,2,2021-11-13T01:15:56Z,440000,,,0,,R. Holmes REBOUND (Off:2 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,43.0,,4.0,2.0,2.0,,,,,,,,,,,,,
45,PT08M46.00S,2021-11-13T01:16:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629002,91.01511169513797,53.431372549019606,1610612758,0,2,2021-11-13T01:16:08Z,450000,17.0,32.0,1,right,MISS C. Metu driving Layup - blocked,"[1629002, 1629647]",1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,3.63,Missed,,,,,,,,,,Bazley,1629647.0,,,,,,,
46,PT08M46.00S,2021-11-13T01:16:00.0Z,1,REGULAR,block,,[],1629647,,,1610612758,0,2,2021-11-13T01:16:02Z,460000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M43.00S,2021-11-13T01:16:03.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,2,2021-11-13T01:16:08Z,470000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,45.0,,3.0,3.0,0.0,,,,,,,,,,,,,
48,PT08M38.00S,2021-11-13T01:16:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.674770039421814,36.51960784313725,1610612760,2,2,2021-11-13T01:22:04Z,480000,67.0,38.0,1,left,J. Giddey 7' driving floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,7.76,Made,,,,,,,,,2.0,,,,,,,,,
49,PT08M27.00S,2021-11-13T01:16:18.5Z,1,REGULAR,2pt,Jump Shot,[],1630169,76.69185282522996,55.392156862745104,1610612758,2,4,2021-11-13T01:16:27Z,490000,27.0,167.0,1,right,T. Haliburton 16' driving floating bank Jump Shot (2 PTS),[1630169],1610612758.0,SAC,driving floating bank,,,Haliburton,T. Haliburton,,,,,16.88,Made,,,,,,,,,2.0,,,,,,,,,
50,PT08M08.00S,2021-11-13T01:16:38.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,16.376478318002626,71.56862745098039,1610612760,2,4,2021-11-13T01:16:41Z,500000,-108.0,101.0,1,left,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,14.8,Missed,,,,,,,,,,,,,,,,,,
51,PT08M06.00S,2021-11-13T01:16:39.9Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,2,4,2021-11-13T01:16:40Z,510000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,50.0,,1.0,0.0,1.0,,,,,,,,,,,,,
52,PT08M06.00S,2021-11-13T01:16:43.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,2,4,2021-11-13T01:16:43Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M03.00S,2021-11-13T01:17:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,4.812746386333772,46.81372549019608,1610612760,2,4,2021-11-13T01:17:03Z,530000,16.0,-7.0,1,left,MISS J. Robinson-Earl cutting Layup,[1630526],1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,
54,PT08M01.00S,2021-11-13T01:17:02.0Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,2,4,2021-11-13T01:17:03Z,540000,,,0,,R. Holmes REBOUND (Off:2 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,53.0,,5.0,3.0,2.0,,,,,,,,,,,,,
55,PT08M00.00S,2021-11-13T01:17:03.4Z,1,REGULAR,turnover,bad pass,[],1626158,,,1610612758,2,4,2021-11-13T01:17:07Z,550000,,,0,,R. Holmes bad pass TURNOVER (3 TO),"[1626158, 1628983]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,3.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
56,PT08M00.00S,2021-11-13T01:17:03.4Z,1,REGULAR,steal,,[],1628983,,,1610612760,2,4,2021-11-13T01:17:05Z,560000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M45.00S,2021-11-13T01:17:18.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,26.363337713534822,16.42156862745098,1610612760,2,4,2021-11-13T01:17:24Z,570000,168.0,195.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
58,PT07M40.00S,2021-11-13T01:17:23.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,2,4,2021-11-13T01:17:24Z,580000,,,0,,R. Holmes REBOUND (Off:2 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,57.0,,6.0,4.0,2.0,,,,,,,,,,,,,
59,PT07M21.00S,2021-11-13T01:17:41.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,69.59592641261499,73.0392156862745,1610612758,2,7,2021-11-13T01:17:45Z,590000,115.0,233.0,1,right,D. Fox 26' 3PT pullup (5 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,26.02,Made,,,,,,,,,5.0,,,,,,,,,
60,PT07M06.00S,2021-11-13T01:17:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,21.50131406044678,87.99019607843137,1610612760,5,7,2021-11-13T01:18:00Z,600000,-190.0,150.0,1,left,J. Giddey 24' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.18,Made,,,,,,,,,5.0,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,
62,PT06M47.00S,2021-11-13T01:18:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,80.6340341655716,37.745098039215684,1610612758,5,7,2021-11-13T01:23:50Z,620000,-61.0,130.0,1,right,MISS T. Haliburton 14' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,14.33,Missed,,,,,,,,,,,,,,,,,,
63,PT06M42.00S,2021-11-13T01:18:20.8Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,5,7,2021-11-13T01:18:21Z,630000,,,0,,R. Holmes REBOUND (Off:3 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,62.0,,7.0,4.0,3.0,,,,,,,,,,,,,
64,PT06M42.00S,2021-11-13T01:18:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626158,94.40999984741211,50.0,1610612758,5,9,2021-11-13T01:18:20Z,640000,0.0,0.0,1,right,R. Holmes tip DUNK (2 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,,,,,,,,,2.0,,,,,,,,,
65,PT06M35.00S,2021-11-13T01:18:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,11.645860709592641,53.92156862745098,1610612760,7,9,2021-11-13T01:24:14Z,650000,-20.0,57.0,1,left,S. Gilgeous-Alexander 6' floating Jump Shot (2 PTS),[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.03,Made,,,,,,,,,2.0,,,,,,,,,
66,PT06M18.00S,2021-11-13T01:18:44.1Z,1,REGULAR,2pt,Jump Shot,[],1626158,78.53153745072274,57.107843137254896,1610612758,7,11,2021-11-13T01:24:49Z,660000,36.0,149.0,1,right,R. Holmes 15' floating Jump Shot (4 PTS) (T. Haliburton 1 AST),"[1626158, 1630169]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,15.35,Made,,,,,,,,,4.0,,,T. Haliburton,1630169.0,1.0,,,,
68,PT06M10.00S,2021-11-13T01:18:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,7,11,2021-11-13T01:18:59Z,680000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M10.00S,2021-11-13T01:21:38.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612760,7,11,2021-11-13T01:21:55Z,690000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2021-11-13T01:21:38.5Z,1,REGULAR,substitution,out,[],1629002,,,1610612760,7,11,2021-11-13T01:21:55Z,700000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2021-11-13T01:21:38.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612760,7,11,2021-11-13T01:21:55Z,710000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2021-11-13T01:21:38.5Z,1,REGULAR,substitution,in,[],1630558,,,1610612760,7,11,2021-11-13T01:21:55Z,720000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M05.00S,2021-11-13T01:22:07.7Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612760,7,11,2021-11-13T01:22:16Z,730000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Bazley 2 FT),"[203084, 1629647]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,1830.0,,,,,,,,,,,,,1.0,0.0,Bazley,1629647.0
75,PT06M05.00S,2021-11-13T01:22:30.1Z,1,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,7,11,2021-11-13T01:22:30Z,750000,,,0,,MISS D. Bazley Free Throw 1 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,
76,PT06M05.00S,2021-11-13T01:22:30.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,7,11,2021-11-13T01:22:30Z,760000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,
77,PT06M05.00S,2021-11-13T01:22:30.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,7,11,2021-11-13T01:22:36Z,770000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M05.00S,2021-11-13T01:22:30.9Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,7,11,2021-11-13T01:22:36Z,780000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2021-11-13T01:22:46.3Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,8,11,2021-11-13T01:22:46Z,790000,,,0,,D. Bazley Free Throw 2 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
80,PT05M45.00S,2021-11-13T01:23:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,86.94152431011827,51.9607843137255,1610612758,8,11,2021-11-13T01:25:40Z,800000,10.0,70.0,1,right,MISS D. Mitchell 7' floating Shot,[1630558],1610612758.0,SAC,floating,,,Mitchell,D. Mitchell,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,
81,PT05M41.00S,2021-11-13T01:23:11.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,8,11,2021-11-13T01:23:12Z,810000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,80.0,,2.0,1.0,1.0,,,,,,,,,,,,,
82,PT05M23.00S,2021-11-13T01:23:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,28.203022339027594,20.098039215686274,1610612760,8,11,2021-11-13T01:23:35Z,820000,150.0,213.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
83,PT05M21.00S,2021-11-13T01:23:31.5Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,8,11,2021-11-13T01:23:35Z,830000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,82.0,,3.0,1.0,2.0,,,,,,,,,,,,,
