actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
36,PT08M49.00S,2022-02-08T01:17:11.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629647,8.492115637319317,52.94117647058824,1610612760,10,4,2022-02-08T01:19:19Z,360000,-15.0,27.0,1,left,D. Bazley running DUNK (2 PTS),[1629647],1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,3.1,Made,,,,,2.0,,,,,,,,,,,,,,
37,PT08M34.00S,2022-02-08T01:17:24.7Z,1,REGULAR,3pt,Jump Shot,[],202691,70.25295663600527,81.12745098039215,1610612744,10,4,2022-02-08T01:17:31Z,370000,156.0,227.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M33.00S,2022-02-08T01:17:25.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,10,4,2022-02-08T01:17:31Z,380000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2022-02-08T01:17:29.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,10,4,2022-02-08T01:17:29Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M22.00S,2022-02-08T01:17:45.2Z,1,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,10,4,2022-02-08T01:21:21Z,400000,,,0,,T. Mann bad pass out-of-bounds TURNOVER (2 TO),[1630544],1610612760.0,OKC,bad pass,,,Mann,T. Mann,,,,,,,,,,,,1627541.0,2.0,,,,,,,,,,,,
41,PT08M12.00S,2022-02-08T01:18:02.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,86.94152431011827,95.83333333333334,1610612744,10,7,2022-02-08T01:18:06Z,410000,229.0,70.0,1,right,S. Curry 3PT  (3 PTS) (O. Porter Jr. 1 AST),"[201939, 203490]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.97,Made,,,,,3.0,,,,,,,,,O. Porter Jr.,203490.0,1.0,,,
43,PT08M00.00S,2022-02-08T01:18:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612760,10,7,2022-02-08T01:18:22Z,430000,,,0,,K. Looney shooting personal FOUL (1 PF) (Favors 2 FT),"[1626172, 202324]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,1628487.0,,,,1.0,0.0,Favors,202324.0,,,,,,
45,PT08M00.00S,2022-02-08T01:18:42.0Z,1,REGULAR,freethrow,1 of 2,[],202324,,,1610612760,11,7,2022-02-08T01:18:42Z,450000,,,0,,D. Favors Free Throw 1 of 2 (1 PTS),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
46,PT08M00.00S,2022-02-08T01:19:01.0Z,1,REGULAR,freethrow,2 of 2,[],202324,,,1610612760,12,7,2022-02-08T01:19:01Z,460000,,,0,,D. Favors Free Throw 2 of 2 (2 PTS),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
47,PT07M45.00S,2022-02-08T01:19:18.9Z,1,REGULAR,3pt,Jump Shot,[],203490,92.06636005256242,96.32352941176471,1610612744,12,7,2022-02-08T01:19:24Z,470000,232.0,22.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2022-02-08T01:19:23.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,12,7,2022-02-08T01:19:24Z,480000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
49,PT07M35.00S,2022-02-08T01:19:27.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,26.231931668856767,85.29411764705883,1610612760,15,7,2022-02-08T01:23:00Z,490000,-176.0,194.0,1,left,L. Dort 26' 3PT running (5 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,26.23,Made,,,,,5.0,,,,,,,,,J. Giddey,1630581.0,1.0,,,
51,PT07M15.00S,2022-02-08T01:19:47.2Z,1,REGULAR,3pt,Jump Shot,[],203952,72.09264126149803,15.196078431372548,1610612744,15,7,2022-02-08T01:19:51Z,510000,-174.0,210.0,1,right,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2022-02-08T01:19:49.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,15,7,2022-02-08T01:19:51Z,520000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
53,PT06M57.00S,2022-02-08T01:20:05.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,34.641918528252305,63.970588235294116,1610612760,15,7,2022-02-08T01:20:10Z,530000,-70.0,273.0,1,left,MISS L. Dort 28' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,28.19,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2022-02-08T01:20:08.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,15,7,2022-02-08T01:20:10Z,540000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT06M50.00S,2022-02-08T01:20:12.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,63.02562417871223,27.205882352941174,1610612744,15,7,2022-02-08T01:20:20Z,550000,-114.0,295.0,1,right,MISS S. Curry 31' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,31.64,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M48.00S,2022-02-08T01:20:14.2Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,15,7,2022-02-08T01:20:20Z,560000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
57,PT06M36.00S,2022-02-08T01:20:27.0Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,15,7,2022-02-08T01:20:29Z,570000,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 202691]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,,,,,
58,PT06M36.00S,2022-02-08T01:20:27.0Z,1,REGULAR,steal,,[],202691,,,1610612744,15,7,2022-02-08T01:27:54Z,580000,,,0,,K. Thompson STEAL (2 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M33.00S,2022-02-08T01:20:30.3Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,15,7,2022-02-08T01:20:33Z,590000,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1630544]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,3.0,Mann,1630544.0,,,,,,,,,,
60,PT06M33.00S,2022-02-08T01:20:30.3Z,1,REGULAR,steal,,[],1630544,,,1610612760,15,7,2022-02-08T01:27:44Z,600000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M29.00S,2022-02-08T01:20:34.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630544,7.440867279894875,55.14705882352941,1610612760,15,7,2022-02-08T01:26:37Z,610000,-26.0,17.0,1,left,MISS T. Mann running Layup - blocked,"[1630544, 1626172]",1610612760.0,OKC,running,,,Mann,T. Mann,,,,,3.1,Missed,,,,,,,,,,,,,,,,,Looney,1626172.0,
62,PT06M29.00S,2022-02-08T01:20:34.9Z,1,REGULAR,block,,[],1626172,,,1610612760,15,7,2022-02-08T01:20:37Z,620000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-02-08T01:20:37.9Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,15,7,2022-02-08T01:20:43Z,630000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
64,PT06M25.00S,2022-02-08T01:20:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,15,7,2022-02-08T01:20:49Z,640000,,,0,,K. Looney lost ball out-of-bounds TURNOVER (1 TO),[1626172],1610612744.0,GSW,lost ball,,,Looney,K. Looney,,,,,,,,,,,,1627541.0,1.0,,,,,,,,,,,,
65,PT06M25.00S,2022-02-08T01:20:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,15,7,2022-02-08T01:20:47Z,650000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M25.00S,2022-02-08T01:22:53.7Z,1,REGULAR,substitution,out,[],203490,,,1610612760,15,7,2022-02-08T01:23:33Z,660000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M25.00S,2022-02-08T01:22:53.7Z,1,REGULAR,substitution,out,[],202691,,,1610612760,15,7,2022-02-08T01:23:33Z,670000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2022-02-08T01:22:53.7Z,1,REGULAR,substitution,in,[],1629673,,,1610612760,15,7,2022-02-08T01:23:33Z,680000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2022-02-08T01:22:53.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612760,15,7,2022-02-08T01:23:33Z,690000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2022-02-08T01:23:48.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,4.681340341655716,64.70588235294117,1610612760,15,7,2022-02-08T01:27:57Z,700000,-74.0,-8.0,1,left,MISS J. Giddey 7' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,7.4,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2022-02-08T01:23:50.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,15,7,2022-02-08T01:23:50Z,710000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
72,PT06M07.00S,2022-02-08T01:24:03.2Z,1,REGULAR,3pt,Jump Shot,[],1627780,81.8166885676741,3.431372549019608,1610612744,15,10,2022-02-08T01:24:07Z,720000,-233.0,118.0,1,right,G. Payton II 26' 3PT  (3 PTS) (J. Poole 1 AST),"[1627780, 1629673]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,26.12,Made,,,,,3.0,,,,,,,,,J. Poole,1629673.0,1.0,,,
74,PT05M46.00S,2022-02-08T01:24:23.8Z,1,REGULAR,2pt,Jump Shot,[],1629647,5.075558475689881,15.196078431372548,1610612760,15,10,2022-02-08T01:24:30Z,740000,174.0,-5.0,1,left,MISS D. Bazley 17' Jump Shot,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,17.41,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M42.00S,2022-02-08T01:24:27.8Z,1,REGULAR,rebound,offensive,[],202324,,,1610612760,15,10,2022-02-08T01:24:30Z,760000,,,0,,D. Favors REBOUND (Off:1 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
77,PT05M39.00S,2022-02-08T01:25:00.6Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,15,10,2022-02-08T01:25:10Z,770000,,,0,,Jump Ball D. Favors vs. A. Wiggins: Tip to J. Giddey,"[1630581, 202324, 203952]",1610612760.0,OKC,heldball,J. Giddey,1630581.0,Giddey,J. Giddey,Favors,202324.0,Wiggins,203952.0,,,,,,,,,,,,,,,,,,,,,
80,PT05M38.00S,2022-02-08T01:25:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,9.017739816031538,54.90196078431373,1610612760,17,10,2022-02-08T01:25:29Z,800000,-25.0,32.0,1,left,D. Bazley alley-oop Layup (4 PTS) (J. Giddey 2 AST),"[1629647, 1630581]",1610612760.0,OKC,alley-oop,,,Bazley,D. Bazley,,,,,4.05,Made,,,,,4.0,,,,,,,,,J. Giddey,1630581.0,2.0,,,
82,PT05M22.00S,2022-02-08T01:25:19.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612744,17,10,2022-02-08T01:25:31Z,820000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 201939]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,2530.0,,,,1.0,0.0,Curry,201939.0,,,,,,
84,PT05M11.00S,2022-02-08T01:25:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.99277266754271,63.725490196078425,1610612744,17,10,2022-02-08T01:25:56Z,840000,69.0,60.0,1,right,MISS A. Wiggins 9' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,9.14,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2022-02-08T01:25:54.6Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,17,10,2022-02-08T01:25:56Z,850000,,,0,,D. Favors REBOUND (Off:1 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
86,PT04M57.00S,2022-02-08T01:26:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,10.33180026281209,45.09803921568628,1610612760,17,10,2022-02-08T01:26:08Z,860000,25.0,45.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,5.09,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2022-02-08T01:26:07.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,17,10,2022-02-08T01:26:08Z,870000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
88,PT04M43.00S,2022-02-08T01:26:18.4Z,1,REGULAR,2pt,Jump Shot,[],201939,78.9257555847569,49.754901960784316,1610612744,17,12,2022-02-08T01:30:44Z,880000,-1.0,146.0,1,right,S. Curry 14' fadeaway Jump Shot (5 PTS),[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,14.56,Made,,,,,5.0,,,,,,,,,,,,,,
89,PT04M28.00S,2022-02-08T01:26:33.6Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,17,12,2022-02-08T01:26:37Z,890000,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 1626172]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,2.0,Looney,1626172.0,,,,,,,,,,
90,PT04M28.00S,2022-02-08T01:26:33.6Z,1,REGULAR,steal,,[],1626172,,,1610612744,17,12,2022-02-08T01:26:35Z,900000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
