actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT10M05.00S,2022-02-08T01:45:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,87.20433639947439,41.42156862745098,1610612744,28,26,2022-02-08T01:47:39Z,1800000,-43.0,68.0,1,right,MISS K. Thompson 8' driving finger roll Layup,[202691],1610612744.0,GSW,driving finger roll,,,Thompson,K. Thompson,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M04.00S,2022-02-08T01:45:53.5Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,28,26,2022-02-08T01:45:59Z,1810000,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,180.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
182,PT09M51.00S,2022-02-08T01:46:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,12.302890932982917,45.83333333333333,1610612760,28,26,2022-02-08T01:48:59Z,1820000,21.0,63.0,1,left,MISS L. Dort 6' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M49.00S,2022-02-08T01:46:09.8Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,28,26,2022-02-08T01:46:11Z,1830000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
184,PT09M45.00S,2022-02-08T01:46:15.4Z,2,REGULAR,turnover,lost ball,[],201939,,,1610612744,28,26,2022-02-08T01:46:19Z,1840000,,,0,,S. Curry lost ball TURNOVER (4 TO),"[201939, 1629026]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,4.0,Williams,1629026.0,,,,,,,,,,
185,PT09M45.00S,2022-02-08T01:46:15.4Z,2,REGULAR,steal,,[],1629026,,,1610612760,28,26,2022-02-08T01:46:17Z,1850000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M45.00S,2022-02-08T01:46:17.8Z,2,REGULAR,foul,personal,[],201939,,,1610612760,28,26,2022-02-08T01:46:38Z,1860000,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1629026]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,1627541.0,,,,1.0,0.0,Williams,1629026.0,,,,,,
188,PT09M45.00S,2022-02-08T01:46:22.8Z,2,REGULAR,substitution,out,[],1629603,,,1610612760,28,26,2022-02-08T01:46:26Z,1880000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M45.00S,2022-02-08T01:46:22.8Z,2,REGULAR,substitution,in,[],202324,,,1610612760,28,26,2022-02-08T01:46:26Z,1890000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M34.00S,2022-02-08T01:46:44.5Z,2,REGULAR,turnover,lost ball,[],1630581,,,1610612760,28,26,2022-02-08T01:46:48Z,1900000,,,0,,J. Giddey lost ball TURNOVER (3 TO),"[1630581, 1629673]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,3.0,Poole,1629673.0,,,,,,,,,,
191,PT09M34.00S,2022-02-08T01:46:44.5Z,2,REGULAR,steal,,[],1629673,,,1610612744,28,26,2022-02-08T01:46:46Z,1910000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M30.00S,2022-02-08T01:46:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,87.99277266754271,43.627450980392155,1610612744,28,28,2022-02-08T01:52:05Z,1920000,-32.0,60.0,1,right,J. Kuminga 6' running alley-oop Layup (11 PTS) (J. Poole 4 AST),"[1630228, 1629673]",1610612744.0,GSW,running alley-oop,,,Kuminga,J. Kuminga,,,,,6.83,Made,,,,,11.0,,,,,,,,,J. Poole,1629673.0,4.0,,,
194,PT09M13.00S,2022-02-08T01:47:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,12.959921156373195,45.09803921568628,1610612760,28,28,2022-02-08T01:53:04Z,1940000,25.0,69.0,1,left,MISS T. Jerome 7' driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,,
195,PT09M10.00S,2022-02-08T01:47:09.2Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,28,28,2022-02-08T01:47:10Z,1950000,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
196,PT09M04.00S,2022-02-08T01:47:15.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630581,12.565703022339028,41.42156862745098,1610612760,28,28,2022-02-08T01:47:22Z,1960000,43.0,66.0,1,left,MISS J. Giddey 7' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,7.84,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M01.00S,2022-02-08T01:47:18.6Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,28,28,2022-02-08T01:47:22Z,1970000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
198,PT08M54.00S,2022-02-08T01:47:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630228,89.17542706964521,2.696078431372549,1610612744,28,28,2022-02-08T01:47:29Z,1980000,-237.0,49.0,1,right,MISS J. Kuminga 24' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M52.00S,2022-02-08T01:47:27.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,28,28,2022-02-08T01:47:29Z,1990000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,198.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
200,PT08M48.00S,2022-02-08T01:47:35.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,28,28,2022-02-08T01:47:35Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M48.00S,2022-02-08T01:47:43.8Z,2,REGULAR,substitution,out,[],1629673,,,1610612760,28,28,2022-02-08T01:47:45Z,2010000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M48.00S,2022-02-08T01:47:43.8Z,2,REGULAR,substitution,in,[],1627814,,,1610612760,28,28,2022-02-08T01:47:45Z,2020000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M43.00S,2022-02-08T01:47:54.9Z,2,REGULAR,3pt,Jump Shot,[],1629026,6.652431011826544,3.9215686274509802,1610612760,31,28,2022-02-08T01:47:59Z,2030000,230.0,10.0,1,left,K. Williams 3PT  (3 PTS) (T. Jerome 1 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,23.06,Made,,,,,3.0,,,,,,,,,T. Jerome,1629660.0,1.0,,,
205,PT08M30.00S,2022-02-08T01:48:07.1Z,2,REGULAR,2pt,Jump Shot,[],202691,92.19776609724047,78.92156862745098,1610612744,31,30,2022-02-08T01:48:11Z,2050000,145.0,21.0,1,right,K. Thompson 14' step back Jump Shot (4 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,14.61,Made,,,,,4.0,,,,,,,,,S. Curry,201939.0,1.0,,,
207,PT08M09.00S,2022-02-08T01:48:30.5Z,2,REGULAR,foul,offensive,[],1629652,,,1610612760,31,30,2022-02-08T01:55:50Z,2070000,,,0,,L. Dort charge offensive FOUL (2 PF),"[1629652, 1630228]",1610612760.0,OKC,charge,,,Dort,L. Dort,,,,,,,,,,,,1627541.0,,,,2.0,0.0,Kuminga,1630228.0,,,,,,
209,PT08M09.00S,2022-02-08T01:48:30.5Z,2,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,31,30,2022-02-08T01:48:30Z,2090000,,,0,,L. Dort offensive foul TURNOVER (3 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,1627541.0,3.0,,,,,,,,,,,,
210,PT08M09.00S,2022-02-08T01:48:36.5Z,2,REGULAR,substitution,out,[],1630581,,,1610612744,31,30,2022-02-08T01:48:38Z,2100000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M09.00S,2022-02-08T01:48:36.5Z,2,REGULAR,substitution,in,[],1630177,,,1610612744,31,30,2022-02-08T01:48:38Z,2110000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M03.00S,2022-02-08T01:48:53.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,66.44218134034165,63.23529411764706,1610612744,31,33,2022-02-08T01:49:01Z,2120000,66.0,263.0,1,right,S. Curry 27' 3PT pullup (8 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.11,Made,,,,,8.0,,,,,,,,,,,,,,
215,PT08M03.00S,2022-02-08T01:49:27.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,31,33,2022-02-08T01:52:12Z,2150000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M03.00S,2022-02-08T01:49:36.9Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612760,31,33,2022-02-08T01:52:12Z,2160000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,No Foul on L. Dort
217,PT07M52.00S,2022-02-08T01:52:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,11.514454664914586,41.42156862745098,1610612760,31,33,2022-02-08T02:00:36Z,2170000,43.0,56.0,1,left,MISS L. Dort 7' driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,7.03,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M50.00S,2022-02-08T01:52:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,31,33,2022-02-08T02:04:47Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,
219,PT07M50.00S,2022-02-08T01:53:29.9Z,2,REGULAR,jumpball,recovered,[],1629026,,,1610612760,31,33,2022-02-08T02:04:47Z,2190000,,,0,,Jump Ball D. Favors vs. S. Curry: Tip to K. Williams,"[1629026, 202324, 201939]",1610612760.0,OKC,heldball,K. Williams,1629026.0,Williams,K. Williams,Favors,202324.0,Curry,201939.0,,,,,,,,,,,,,,,,,,,,,
224,PT07M35.00S,2022-02-08T01:53:41.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,31.488173455978973,27.696078431372552,1610612760,31,33,2022-02-08T02:04:47Z,2240000,112.0,243.0,1,left,MISS K. Williams 26' pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M32.00S,2022-02-08T01:53:44.6Z,2,REGULAR,rebound,offensive,[],1630177,,,1610612760,31,33,2022-02-08T01:53:46Z,2250000,,,0,,T. Maledon REBOUND (Off:1 Def:0),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,224.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
226,PT07M31.00S,2022-02-08T01:53:47.6Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,31,33,2022-02-08T01:53:53Z,2260000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (2 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,,1628487.0,2.0,,,,,,,,,,,,
227,PT07M18.00S,2022-02-08T01:54:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,93.64323258869908,43.38235294117647,1610612744,31,33,2022-02-08T03:32:37Z,2270000,-33.0,7.0,1,right,MISS J. Kuminga cutting Layup - blocked,"[1630228, 1629026]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,3.39,Missed,,,,,,,,,,,,,,,,,Williams,1629026.0,
228,PT07M18.00S,2022-02-08T01:54:12.2Z,2,REGULAR,block,,[],1629026,,,1610612744,31,33,2022-02-08T01:54:14Z,2280000,,,0,,K. Williams BLOCK (1 BLK),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M17.00S,2022-02-08T01:54:13.2Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,31,33,2022-02-08T03:32:37Z,2290000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
648,PT07M15.00S,2022-02-08T01:54:16.8Z,2,REGULAR,turnover,lost ball,[],1629026,,,1610612760,31,33,2022-02-08T03:32:50Z,2295000,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 2738]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,,,,,,,,
649,PT07M15.00S,2022-02-08T01:54:16.8Z,2,REGULAR,steal,,[],2738,,,1610612744,31,33,2022-02-08T03:31:08Z,2297500,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2022-02-08T01:54:21.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627814,67.62483574244416,72.54901960784314,1610612744,31,36,2022-02-08T03:31:08Z,2300000,113.0,252.0,1,right,D. Lee 27' 3PT  (3 PTS) (A. Iguodala 2 AST),"[1627814, 2738]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.59,Made,,,,,3.0,,,,,,,,,A. Iguodala,2738.0,2.0,,,
232,PT06M53.00S,2022-02-08T01:54:35.7Z,2,REGULAR,3pt,Jump Shot,[],1629652,33.327858081471746,31.61764705882353,1610612760,34,36,2022-02-08T01:54:42Z,2320000,92.0,261.0,1,left,L. Dort 27' 3PT pullup (11 PTS) (K. Williams 3 AST),"[1629652, 1629026]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,27.65,Made,,,,,11.0,,,,,,,,,K. Williams,1629026.0,3.0,,,
234,PT06M34.00S,2022-02-08T01:54:54.2Z,2,REGULAR,3pt,Jump Shot,[],2738,67.09921156373193,44.11764705882353,1610612744,34,39,2022-02-08T01:54:58Z,2340000,-29.0,257.0,1,right,A. Iguodala 25' 3PT  (3 PTS) (J. Kuminga 2 AST),"[2738, 1630228]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.85,Made,,,,,3.0,,,,,,,,,J. Kuminga,1630228.0,2.0,,,
236,PT06M14.00S,2022-02-08T01:55:17.2Z,2,REGULAR,foul,personal,[],2738,,,1610612760,34,39,2022-02-08T01:55:23Z,2360000,,,0,,A. Iguodala personal FOUL (1 PF),"[2738, 1629652]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,1628487.0,,,,1.0,0.0,Dort,1629652.0,,,,,,
238,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,34,39,2022-02-08T01:55:35Z,2380000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,34,39,2022-02-08T01:55:35Z,2390000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,out,[],2738,,,1610612760,34,39,2022-02-08T01:55:35Z,2400000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,34,39,2022-02-08T01:55:35Z,2410000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,34,39,2022-02-08T01:55:35Z,2420000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M14.00S,2022-02-08T01:55:22.4Z,2,REGULAR,substitution,in,[],203952,,,1610612760,34,39,2022-02-08T01:55:35Z,2430000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M14.00S,2022-02-08T01:55:39.9Z,2,REGULAR,substitution,out,[],201939,,,1610612760,34,39,2022-02-08T01:55:43Z,2440000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M14.00S,2022-02-08T01:55:39.9Z,2,REGULAR,substitution,in,[],1629673,,,1610612760,34,39,2022-02-08T01:55:43Z,2450000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M14.00S,2022-02-08T01:55:48.1Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,34,39,2022-02-08T01:55:54Z,2460000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M14.00S,2022-02-08T01:55:48.1Z,2,REGULAR,substitution,in,[],1630177,,,1610612760,34,39,2022-02-08T01:55:54Z,2470000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M01.00S,2022-02-08T01:56:13.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,9.937582128777924,55.14705882352941,1610612760,34,39,2022-02-08T02:04:41Z,2480000,-26.0,41.0,1,left,MISS K. Williams Hook,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,4.83,Missed,,,,,,,,,,,,,,,,,,,
249,PT05M59.00S,2022-02-08T01:56:15.8Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,34,39,2022-02-08T01:56:17Z,2490000,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,248.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
250,PT05M58.00S,2022-02-08T01:56:17.8Z,2,REGULAR,foul,personal,[],202691,,,1610612760,34,39,2022-02-08T01:56:22Z,2500000,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1630177]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,1628487.0,,,,1.0,0.0,Maledon,1630177.0,,,,,,
252,PT05M58.00S,2022-02-08T01:56:27.1Z,2,REGULAR,substitution,out,[],202691,,,1610612760,34,39,2022-02-08T01:56:33Z,2520000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M58.00S,2022-02-08T01:56:27.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612760,34,39,2022-02-08T01:56:33Z,2530000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M50.00S,2022-02-08T01:56:52.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630544,12.959921156373195,35.53921568627451,1610612760,34,39,2022-02-08T01:57:04Z,2540000,72.0,69.0,1,left,MISS T. Mann 10' driving floating bank Shot,[1630544],1610612760.0,OKC,driving floating bank,,,Mann,T. Mann,,,,,10.01,Missed,,,,,,,,,,,,,,,,,,,
255,PT05M47.00S,2022-02-08T01:56:55.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,34,39,2022-02-08T01:57:04Z,2550000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,254.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
256,PT05M31.00S,2022-02-08T01:57:09.6Z,2,REGULAR,3pt,Jump Shot,[],203952,94.56307490144546,2.696078431372549,1610612744,34,42,2022-02-08T01:57:13Z,2560000,-237.0,-1.0,1,right,A. Wiggins 3PT  (8 PTS) (J. Poole 5 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.65,Made,,,,,8.0,,,,,,,,,J. Poole,1629673.0,5.0,,,
258,PT05M16.00S,2022-02-08T01:57:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630544,22.026938239159,92.15686274509804,1610612760,37,42,2022-02-08T01:57:29Z,2580000,-211.0,155.0,1,left,T. Mann 26' 3PT  (5 PTS) (T. Maledon 1 AST),"[1630544, 1630177]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,26.14,Made,,,,,5.0,,,,,,,,,T. Maledon,1630177.0,1.0,,,
260,PT05M07.00S,2022-02-08T01:57:33.6Z,2,REGULAR,3pt,Jump Shot,[],1627814,78.53153745072274,91.42156862745098,1610612744,37,42,2022-02-08T02:06:13Z,2600000,207.0,149.0,1,right,MISS D. Lee 25' running 3PT,[1627814],1610612744.0,GSW,running,,,Lee,D. Lee,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
261,PT05M05.00S,2022-02-08T01:57:37.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,37,42,2022-02-08T01:57:37Z,2610000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,260.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
262,PT05M00.00S,2022-02-08T01:57:41.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,92.32917214191852,57.35294117647059,1610612744,37,44,2022-02-08T01:57:46Z,2620000,37.0,20.0,1,right,A. Wiggins driving Layup (10 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.17,Made,,,,,10.0,,,,,,,,,K. Looney,1626172.0,1.0,,,
263,PT04M43.00S,2022-02-08T01:57:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,10.726018396846255,44.6078431372549,1610612760,37,44,2022-02-08T02:07:44Z,2630000,27.0,48.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,5.53,Missed,,,,,,,,,,,,,,,,,,,
264,PT04M39.00S,2022-02-08T01:58:03.0Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,37,44,2022-02-08T01:58:02Z,2640000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
265,PT04M35.00S,2022-02-08T01:58:08.9Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,37,44,2022-02-08T02:24:09Z,2650000,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,lost ball,,,Kuminga,J. Kuminga,,,,,,,,,,,,2530.0,1.0,,,,,,,,,,,,
266,PT04M19.00S,2022-02-08T01:58:34.2Z,2,REGULAR,turnover,lost ball,[],1629026,,,1610612760,37,44,2022-02-08T02:23:29Z,2660000,,,0,,K. Williams lost ball TURNOVER (2 TO),"[1629026, 1629673]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,2.0,Poole,1629673.0,,,,,,,,,,
267,PT04M19.00S,2022-02-08T01:58:34.2Z,2,REGULAR,steal,,[],1629673,,,1610612744,37,44,2022-02-08T01:58:35Z,2670000,,,0,,J. Poole STEAL (2 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M01.00S,2022-02-08T01:58:51.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,80.6340341655716,4.6568627450980395,1610612744,37,44,2022-02-08T01:58:56Z,2680000,-227.0,130.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
269,PT03M58.00S,2022-02-08T01:58:54.8Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612760,37,44,2022-02-08T01:58:56Z,2690000,,,0,,T. Maledon REBOUND (Off:1 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,268.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
270,PT03M47.00S,2022-02-08T01:59:05.6Z,2,REGULAR,3pt,Jump Shot,[],1630544,23.209592641261498,90.44117647058823,1610612760,37,44,2022-02-08T01:59:08Z,2700000,-202.0,166.0,1,left,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M45.00S,2022-02-08T01:59:07.6Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,37,44,2022-02-08T01:59:08Z,2710000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,270.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
