actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
446,PT02M15.00S,2021-12-19T02:38:33.8Z,3,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,78,74,2021-12-19T02:38:33Z,4380000,,,0,,D. Bazley Free Throw 2 of 2 (7 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
447,PT01M54.00S,2021-12-19T02:38:59.1Z,3,REGULAR,foul,offensive,[],202339,,,1610612746,78,74,2021-12-19T02:39:07Z,4390000,,,0,,E. Bledsoe charge offensive FOUL (2 PF),"[202339, 1629026]",1610612746.0,LAC,charge,,,Bledsoe,E. Bledsoe,,,,,202058.0,,,,,,,,,,,,,,2.0,0.0,Williams,1629026.0,,,
449,PT01M54.00S,2021-12-19T02:38:59.1Z,3,REGULAR,turnover,offensive foul,[],202339,,,1610612746,78,74,2021-12-19T02:38:59Z,4410000,,,0,,E. Bledsoe offensive foul TURNOVER (2 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,202058.0,2.0,,,,,,,,,,,,,,,,,,,
450,PT01M37.00S,2021-12-19T02:39:34.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,9.280551905387648,2.696078431372549,1610612760,81,74,2021-12-19T02:39:39Z,4420000,237.0,35.0,1,left,D. Bazley 3PT  (10 PTS) (L. Dort 1 AST),"[1629647, 1629652]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,23.9,Made,10.0,L. Dort,1629652.0,1.0,,,,,,,,,,,
452,PT01M31.00S,2021-12-19T02:39:42.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,81,74,2021-12-19T02:39:42Z,4440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M25.00S,2021-12-19T02:40:01.3Z,3,REGULAR,3pt,Jump Shot,[],201587,94.43166885676742,96.07843137254902,1610612746,81,77,2021-12-19T02:40:05Z,4450000,230.0,0.0,1,right,N. Batum 3PT  (6 PTS) (E. Bledsoe 3 AST),"[201587, 202339]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,23.04,Made,6.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,,
455,PT01M00.00S,2021-12-19T02:40:25.8Z,3,REGULAR,2pt,Jump Shot,[],1630544,23.078186596583443,28.431372549019606,1610612760,81,77,2021-12-19T02:40:30Z,4470000,108.0,164.0,1,left,MISS T. Mann 19' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,,,,,19.66,Missed,,,,,,,,,,,,,,,
456,PT00M57.50S,2021-12-19T02:40:28.3Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612746,81,77,2021-12-19T02:40:30Z,4480000,,,0,,J. Winslow REBOUND (Off:3 Def:5),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,455.0,8.0,5.0,3.0,,,,,,,
457,PT00M47.40S,2021-12-19T02:40:38.9Z,3,REGULAR,3pt,Jump Shot,[],202339,76.69185282522996,11.029411764705882,1610612746,81,77,2021-12-19T02:40:47Z,4490000,-195.0,167.0,1,right,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,25.64,Missed,,,,,,,,,,,,,,,
458,PT00M41.80S,2021-12-19T02:40:44.5Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,81,77,2021-12-19T02:40:47Z,4500000,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,457.0,3.0,3.0,0.0,,,,,,,
459,PT00M37.60S,2021-12-19T02:40:49.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,81,77,2021-12-19T02:40:49Z,4510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M34.50S,2021-12-19T02:41:12.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,23.73521681997372,87.5,1610612760,81,77,2021-12-19T02:41:15Z,4520000,-188.0,171.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,
461,PT00M32.70S,2021-12-19T02:41:14.0Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,81,77,2021-12-19T02:43:18Z,4530000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,460.0,1.0,1.0,0.0,,,,,,,
462,PT00M21.90S,2021-12-19T02:41:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.38042049934296,54.90196078431373,1610612746,81,79,2021-12-19T02:41:31Z,4540000,25.0,10.0,1,right,E. Bledsoe driving Layup (9 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,2.64,Made,9.0,,,,,,,,,,,,,,
465,PT00M00.00S,2021-12-19T02:42:14.5Z,3,REGULAR,period,end,[],0,,,1610612760,81,79,2021-12-19T02:47:16Z,4570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,81,79,2021-12-19T02:47:16Z,4580000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612760,81,79,2021-12-19T02:47:16Z,4590000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,81,79,2021-12-19T02:47:16Z,4600000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,out,['startperiod'],1628379,,,1610612760,81,79,2021-12-19T02:47:16Z,4610000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,out,['startperiod'],201587,,,1610612760,81,79,2021-12-19T02:47:16Z,4620000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,in,['startperiod'],202324,,,1610612760,81,79,2021-12-19T02:47:16Z,4630000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,in,['startperiod'],1630197,,,1610612760,81,79,2021-12-19T02:47:16Z,4640000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,81,79,2021-12-19T02:47:16Z,4650000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,in,['startperiod'],1629611,,,1610612760,81,79,2021-12-19T02:47:16Z,4660000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-12-19T02:42:17.9Z,4,REGULAR,substitution,in,['startperiod'],202704,,,1610612760,81,79,2021-12-19T02:47:16Z,4670000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-12-19T02:44:50.0Z,4,REGULAR,period,start,[],0,,,1610612746,81,79,2021-12-19T02:44:50Z,4680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M39.00S,2021-12-19T02:45:10.5Z,4,REGULAR,3pt,Jump Shot,[],202339,94.82588699080158,94.85294117647058,1610612746,81,79,2021-12-19T02:45:49Z,4690000,224.0,-4.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,22.43,Missed,,,,,,,,,,,,,,,
478,PT11M35.00S,2021-12-19T02:45:13.7Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,81,79,2021-12-19T02:45:13Z,4700000,,,0,,J. Giddey REBOUND (Off:1 Def:11),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,477.0,12.0,11.0,1.0,,,,,,,
479,PT11M24.00S,2021-12-19T02:45:25.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,8.360709592641262,40.19607843137255,1610612760,81,79,2021-12-19T02:47:55Z,4710000,49.0,26.0,1,left,MISS J. Giddey Hook,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,5.55,Missed,,,,,,,,,,,,,,,
480,PT11M23.00S,2021-12-19T02:45:26.0Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,81,79,2021-12-19T02:45:53Z,4720000,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,479.0,5.0,3.0,2.0,,,,,,,
482,PT11M01.00S,2021-12-19T02:45:48.3Z,4,REGULAR,2pt,Jump Shot,[],202704,92.85479632063075,19.11764705882353,1610612746,81,79,2021-12-19T02:48:38Z,4730000,-154.0,15.0,1,right,MISS R. Jackson 15' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,15.51,Missed,,,,,,,,,,,,,,,
483,PT10M56.00S,2021-12-19T02:45:53.3Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,81,79,2021-12-19T02:45:58Z,4740000,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,482.0,2.0,1.0,1.0,,,,,,,
484,PT10M55.00S,2021-12-19T02:45:56.7Z,4,REGULAR,turnover,out-of-bounds,[],1629647,,,1610612760,81,79,2021-12-19T02:46:04Z,4750000,,,0,,D. Bazley lost ball out-of-bounds TURNOVER (1 TO),[1629647],1610612760.0,OKC,lost ball,,,Bazley,D. Bazley,,,,,202058.0,1.0,,,,,,,,,,,,,,,,,,,
485,PT10M39.00S,2021-12-19T02:46:17.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202339,81.553876478318,5.392156862745098,1610612746,81,79,2021-12-19T02:46:22Z,4760000,-223.0,121.0,1,right,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,25.37,Missed,,,,,,,,,,,,,,,
486,PT10M35.00S,2021-12-19T02:46:21.0Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,81,79,2021-12-19T02:46:22Z,4770000,,,0,,A. Pokusevski REBOUND (Off:1 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,485.0,3.0,2.0,1.0,,,,,,,
487,PT10M25.00S,2021-12-19T02:46:30.9Z,4,REGULAR,3pt,Jump Shot,[],1629026,29.6484888304862,70.34313725490196,1610612760,81,79,2021-12-19T02:49:35Z,4780000,-102.0,226.0,1,left,MISS K. Williams 24' pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,,,,24.8,Missed,,,,,,,,,,,,,,,
488,PT10M21.00S,2021-12-19T02:46:34.9Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,81,79,2021-12-19T02:46:35Z,4790000,,,0,,J. Winslow REBOUND (Off:3 Def:6),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,487.0,9.0,6.0,3.0,,,,,,,
489,PT10M17.00S,2021-12-19T02:46:38.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,92.46057818659659,53.92156862745098,1610612746,81,79,2021-12-19T02:46:49Z,4800000,20.0,18.0,1,right,MISS J. Winslow running Layup,[1626159],1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,,,,,2.69,Missed,,,,,,,,,,,,,,,
490,PT10M17.00S,2021-12-19T02:46:38.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,81,79,2021-12-19T02:46:49Z,4810000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,489.0,,,,,,,,,,
491,PT10M17.00S,2021-12-19T02:46:42.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,81,79,2021-12-19T02:46:42Z,4820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M15.00S,2021-12-19T02:46:59.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,96.7969776609724,2.941176470588235,1610612746,81,79,2021-12-19T02:47:03Z,4830000,-235.0,-22.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,23.64,Missed,,,,,,,,,,,,,,,
493,PT10M12.00S,2021-12-19T02:47:02.4Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,81,79,2021-12-19T02:47:03Z,4840000,,,0,,J. Giddey REBOUND (Off:1 Def:12),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,492.0,13.0,12.0,1.0,,,,,,,
494,PT10M05.00S,2021-12-19T02:47:09.0Z,4,REGULAR,3pt,Jump Shot,[],1630581,32.276609724047304,50.0,1610612760,81,79,2021-12-19T02:47:14Z,4850000,0.0,251.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,25.09,Missed,,,,,,,,,,,,,,,
495,PT10M02.00S,2021-12-19T02:47:12.3Z,4,REGULAR,rebound,offensive,[],1629647,,,1610612760,81,79,2021-12-19T02:47:12Z,4860000,,,0,,D. Bazley REBOUND (Off:2 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,494.0,2.0,0.0,2.0,,,,,,,
496,PT09M49.00S,2021-12-19T02:47:25.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629647,25.04927726675427,18.627450980392158,1610612760,81,79,2021-12-19T02:47:34Z,4870000,157.0,183.0,1,left,MISS D. Bazley 24' pullup 3PT,[1629647],1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,,,,,24.11,Missed,,,,,,,,,,,,,,,
497,PT09M48.00S,2021-12-19T02:47:26.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,81,79,2021-12-19T02:47:49Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,496.0,,,,,,,,,,
498,PT09M48.00S,2021-12-19T02:47:29.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,81,79,2021-12-19T02:47:45Z,4890000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,1627529.0,,,,,,,,,,,,,,,,,,,,
499,PT09M48.00S,2021-12-19T02:47:36.9Z,4,REGULAR,substitution,out,[],1628392,,,1610612746,81,79,2021-12-19T02:47:38Z,4900000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M48.00S,2021-12-19T02:47:36.9Z,4,REGULAR,substitution,in,[],1627826,,,1610612746,81,79,2021-12-19T02:47:38Z,4910000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M40.00S,2021-12-19T02:48:07.1Z,4,REGULAR,foul,personal,['2freethrow'],202324,,,1610612746,81,79,2021-12-19T02:48:17Z,4920000,,,0,,D. Favors shooting personal FOUL (1 PF) (Zubac 2 FT),"[202324, 1627826]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Zubac,1627826.0,,,
503,PT09M40.00S,2021-12-19T02:48:34.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,81,80,2021-12-19T02:48:34Z,4940000,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
504,PT09M40.00S,2021-12-19T02:48:56.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,81,81,2021-12-19T02:48:56Z,4950000,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
505,PT09M21.00S,2021-12-19T02:49:18.2Z,4,REGULAR,2pt,Jump Shot,[],1630197,18.74178712220762,74.01960784313727,1610612760,81,81,2021-12-19T02:49:24Z,4960000,-120.0,124.0,1,left,MISS A. Pokusevski 17' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,,,,,17.24,Missed,,,,,,,,,,,,,,,
506,PT09M19.00S,2021-12-19T02:49:20.2Z,4,REGULAR,rebound,offensive,[],1630197,,,1610612760,81,81,2021-12-19T02:49:24Z,4970000,,,0,,A. Pokusevski REBOUND (Off:2 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,505.0,4.0,2.0,2.0,,,,,,,
507,PT09M19.00S,2021-12-19T02:49:21.9Z,4,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612760,81,81,2021-12-19T02:49:29Z,4980000,,,0,,J. Winslow shooting personal FOUL (2 PF) (Pokusevski 2 FT),"[1626159, 1630197]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,202027.0,,,,,,,,,,,,,,2.0,0.0,Pokusevski,1630197.0,,,
509,PT09M19.00S,2021-12-19T02:49:44.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630197,,,1610612760,82,81,2021-12-19T02:49:44Z,5000000,,,0,,A. Pokusevski Free Throw 1 of 2 (7 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
510,PT09M19.00S,2021-12-19T02:49:44.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630197,,,1610612760,82,81,2021-12-19T02:49:57Z,5010000,,,0,,MISS A. Pokusevski Free Throw 2 of 2,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,Missed,,,,,,,,,,,,,,,
511,PT09M15.00S,2021-12-19T02:49:48.5Z,4,REGULAR,rebound,offensive,[],1630197,,,1610612760,82,81,2021-12-19T02:49:57Z,5020000,,,0,,A. Pokusevski REBOUND (Off:3 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,510.0,5.0,2.0,3.0,,,,,,,
512,PT09M08.00S,2021-12-19T02:50:03.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,23.47240473061761,11.029411764705882,1610612760,82,81,2021-12-19T02:50:09Z,5030000,195.0,168.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,
513,PT09M05.00S,2021-12-19T02:50:06.1Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,82,81,2021-12-19T02:50:09Z,5040000,,,0,,J. Giddey REBOUND (Off:2 Def:12),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,512.0,14.0,12.0,2.0,,,,,,,
514,PT08M55.00S,2021-12-19T02:50:16.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630197,28.728646517739815,78.67647058823529,1610612760,85,81,2021-12-19T02:50:22Z,5050000,-143.0,218.0,1,left,A. Pokusevski 26' 3PT  (10 PTS) (D. Favors 1 AST),"[1630197, 202324]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,26.05,Made,10.0,D. Favors,202324.0,1.0,,,,,,,,,,,
516,PT08M36.00S,2021-12-19T02:50:34.1Z,4,REGULAR,3pt,Jump Shot,[],202704,76.69185282522996,86.51960784313727,1610612746,85,81,2021-12-19T02:50:39Z,5070000,183.0,167.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,24.72,Missed,,,,,,,,,,,,,,,
517,PT08M34.00S,2021-12-19T02:50:36.1Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,85,81,2021-12-19T02:50:39Z,5080000,,,0,,J. Giddey REBOUND (Off:2 Def:13),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,516.0,15.0,13.0,2.0,,,,,,,
518,PT08M30.00S,2021-12-19T02:50:42.8Z,4,REGULAR,foul,offensive,[],1630197,,,1610612760,85,81,2021-12-19T02:50:50Z,5090000,,,0,,A. Pokusevski offensive FOUL (1 PF),"[1630197, 202339]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,1627529.0,,,,,,,,,,,,,,1.0,0.0,Bledsoe,202339.0,,,
520,PT08M30.00S,2021-12-19T02:50:42.8Z,4,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,85,81,2021-12-19T02:50:42Z,5110000,,,0,,A. Pokusevski offensive foul TURNOVER (1 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,1627529.0,1.0,,,,,,,,,,,,,,,,,,,
521,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,out,[],1630197,,,1610612746,85,81,2021-12-19T02:51:20Z,5120000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,out,[],202339,,,1610612746,85,81,2021-12-19T02:51:20Z,5130000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,out,[],1626159,,,1610612746,85,81,2021-12-19T02:51:20Z,5140000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,in,[],1629652,,,1610612746,85,81,2021-12-19T02:51:20Z,5150000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,in,[],201587,,,1610612746,85,81,2021-12-19T02:51:20Z,5160000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M30.00S,2021-12-19T02:50:49.7Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,85,81,2021-12-19T02:51:20Z,5170000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M20.00S,2021-12-19T02:51:30.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,90.09526938239159,61.51960784313726,1610612746,85,81,2021-12-19T02:54:05Z,5180000,58.0,41.0,1,right,MISS R. Jackson 7' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,7.05,Missed,,,,,,,,,,,,,,,
528,PT08M18.00S,2021-12-19T02:51:32.4Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,85,81,2021-12-19T02:51:35Z,5190000,,,0,,J. Giddey REBOUND (Off:2 Def:14),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,527.0,16.0,14.0,2.0,,,,,,,
529,PT08M14.00S,2021-12-19T02:51:36.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,18.2161629434954,46.81372549019608,1610612760,85,81,2021-12-19T02:54:30Z,5200000,16.0,119.0,1,left,MISS J. Giddey 11' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,11.98,Missed,,,,,,,,,,,,,,,
530,PT08M11.00S,2021-12-19T02:51:39.6Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,85,81,2021-12-19T02:51:57Z,5210000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,529.0,4.0,4.0,0.0,,,,,,,
531,PT08M08.00S,2021-12-19T02:51:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.32917214191852,50.49019607843137,1610612746,85,83,2021-12-19T02:54:51Z,5220000,2.0,20.0,1,right,T. Mann running Layup (18 PTS) (R. Jackson 6 AST),"[1629611, 202704]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,,,,,1.98,Made,18.0,R. Jackson,202704.0,6.0,,,,,,,,,,,
533,PT07M42.00S,2021-12-19T02:52:08.7Z,4,REGULAR,turnover,bad pass,[],1629652,,,1610612760,85,83,2021-12-19T02:52:12Z,5240000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 201587]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,1.0,Batum,201587.0,,,,,,,,,,,,,,,,,
534,PT07M42.00S,2021-12-19T02:52:08.7Z,4,REGULAR,steal,,[],201587,,,1610612746,85,83,2021-12-19T02:52:10Z,5250000,,,0,,N. Batum STEAL (2 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
