actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
65,PT06M58.00S,2022-01-08T01:17:55.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,14,13,2022-01-08T01:20:20Z,615000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-01-08T01:18:21.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,14,13,2022-01-08T01:18:22Z,620000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2022-01-08T01:21:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,89.56964520367937,57.84313725490197,1610612750,14,15,2022-01-08T01:21:09Z,630000,39.0,46.0,1,right,K. Towns 6' driving Layup (2 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,,,,Made,2.0,6.01,,,,,A. Edwards,1630162.0,1.0,,,
116,PT06M35.00S,2022-01-08T01:21:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,11.48160315374507,46.568627450980394,1610612760,14,15,2022-01-08T01:27:00Z,645000,17.0,55.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 1630162]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,,,,,Missed,,5.8,,,,,,,,Edwards,1630162.0,
117,PT06M35.00S,2022-01-08T01:21:16.7Z,1,REGULAR,block,,[],1630162,,,1610612760,14,15,2022-01-08T01:27:00Z,647500,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT06M33.00S,2022-01-08T01:21:18.7Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,14,15,2022-01-08T01:27:00Z,648750,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,116.0,1.0,0.0,1.0,,,,,,
68,PT06M31.00S,2022-01-08T01:21:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,9.149145860709593,44.11764705882353,1610612760,16,15,2022-01-08T01:27:00Z,650000,29.0,34.0,1,left,A. Wiggins Layup (6 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,Made,6.0,4.46,,,,,,,,,,
70,PT06M13.00S,2022-01-08T01:21:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,87.20433639947439,39.950980392156865,1610612750,16,17,2022-01-08T01:21:52Z,670000,-50.0,68.0,1,right,J. McDaniels 8' driving floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,2.0,8.44,,,,,,,,,,
71,PT06M06.00S,2022-01-08T01:21:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,29.6484888304862,25.735294117647058,1610612760,16,17,2022-01-08T01:28:15Z,680000,121.0,226.0,1,left,MISS L. Dort 25' running pullup 3PT,[1629652],1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,,,,,,,,,Missed,,25.67,,,,,,,,,,
72,PT06M03.00S,2022-01-08T01:21:55.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,16,17,2022-01-08T01:21:58Z,690000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,
73,PT05M42.00S,2022-01-08T01:22:16.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,89.83245729303549,51.9607843137255,1610612750,16,19,2022-01-08T01:22:20Z,700000,10.0,43.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (D. Russell 3 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,Made,2.0,4.42,,,,,D. Russell,1626156.0,3.0,,,
75,PT05M22.00S,2022-01-08T01:22:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630598,28.86005256241787,77.94117647058823,1610612760,19,19,2022-01-08T01:22:40Z,720000,-140.0,219.0,1,left,A. Wiggins 25' 3PT  (9 PTS) (S. Gilgeous-Alexander 1 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,Made,9.0,25.96,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,
77,PT05M00.00S,2022-01-08T01:23:00.3Z,1,REGULAR,foul,personal,[],1630598,,,1610612750,19,19,2022-01-08T01:23:40Z,740000,,,0,,A. Wiggins personal FOUL (1 PF),"[1630598, 1626156]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,1627534.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,
79,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612750,19,19,2022-01-08T01:23:18Z,760000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,19,19,2022-01-08T01:23:18Z,770000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,19,19,2022-01-08T01:23:18Z,780000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612750,19,19,2022-01-08T01:23:18Z,790000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,19,19,2022-01-08T01:23:18Z,800000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M00.00S,2022-01-08T01:23:08.2Z,1,REGULAR,substitution,in,[],1629006,,,1610612750,19,19,2022-01-08T01:23:18Z,810000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M00.00S,2022-01-08T01:23:20.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,19,19,2022-01-08T01:23:24Z,820000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M00.00S,2022-01-08T01:23:20.0Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,19,19,2022-01-08T01:23:24Z,830000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M56.00S,2022-01-08T01:23:36.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,19,19,2022-01-08T01:23:36Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M50.00S,2022-01-08T01:23:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,90.3580814717477,40.44117647058824,1610612750,19,19,2022-01-08T01:24:02Z,850000,-48.0,38.0,1,right,MISS K. Towns 6' turnaround Shot,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,,,,,,,,,Missed,,6.11,,,,,,,,,,
89,PT04M48.00S,2022-01-08T01:23:57.9Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,19,19,2022-01-08T01:24:02Z,860000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,
90,PT04M40.00S,2022-01-08T01:24:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630526,13.354139290407357,43.13725490196079,1610612760,19,19,2022-01-08T01:24:12Z,870000,34.0,73.0,1,left,MISS J. Robinson-Earl 8' turnaround Shot - blocked,"[1630526, 1626157]",1610612760.0,OKC,turnaround,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,Missed,,8.07,,,,,,,,Towns,1626157.0,
91,PT04M40.00S,2022-01-08T01:24:05.9Z,1,REGULAR,block,,[],1626157,,,1610612760,19,19,2022-01-08T01:24:08Z,880000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M40.00S,2022-01-08T01:24:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,19,19,2022-01-08T01:24:12Z,890000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,
93,PT04M39.00S,2022-01-08T01:24:33.0Z,1,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,19,19,2022-01-08T01:24:39Z,900000,,,0,,T. Mann bad pass out-of-bounds TURNOVER (1 TO),[1630544],1610612760.0,OKC,bad pass,,,Mann,T. Mann,,,,,1.0,,,1627534.0,,,,,,,,,,,,,,,,,
